SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-8-2021,Townhouse,2633 N Bancroft St,Philadelphia,PA,19132,58000,3,1,Philadelphia,1036,674,1915,118,56,,Sold,,,http://www.redfin.com/PA/Philadelphia/2633-N-Bancroft-St-19132/home/38402729,BRIGHT MLS,PAPH931576,Y,Y,39.993505,-75.1584257
PAST SALE,May-26-2021,Single Family Residential,119 Walnut St,Darby,PA,19023,125000,5,1.5,CYNWYD,1843,4443,1900,70,68,,Sold,,,http://www.redfin.com/PA/Darby/119-Walnut-St-19023/home/38162594,BRIGHT MLS,PADE536980,Y,Y,39.9146331,-75.2505267
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),119 S 6th St,Newark,NJ,7107,256000,6,3,Newark,,3459,,96,,,Sold,,,http://www.redfin.com/NJ/Newark/119-S-6th-St-07107/home/36257908,NJMLS,20049991,Y,Y,40.7439303,-74.195072
PAST SALE,March-31-2021,Single Family Residential,314-316 Parker St,Newark,NJ,7104,331000,6,3.5,Newark,3382,4791,1907,126,98,,Sold,,,http://www.redfin.com/NJ/Newark/314-Parker-St-07104/home/36242783,BRIGHT MLS,NJES100228,Y,Y,40.7641423,-74.1754081
PAST SALE,April-1-2021,Multi-Family (2-4 Unit),228 3rd St,Newark,NJ,7107,410000,7,3,Newark,,2500,,125,,,Sold,,,http://www.redfin.com/NJ/Newark/228-3rd-St-07107/home/36261256,NJMLS,21000346,Y,Y,40.7554042,-74.1859912
PAST SALE,February-23-2021,Townhouse,5620 Angora Ter,Philadelphia,PA,19143,97000,3,1.5,COBBS CREEK,992,1120,1925,162,98,,Sold,,,http://www.redfin.com/PA/Philadelphia/5620-Angora-Ter-19143/home/39288971,BRIGHT MLS,PAPH975626,Y,Y,39.9459122,-75.235928
PAST SALE,October-16-2018,Single Family Residential,160 Mill St,Belleville,NJ,7109,146242,3,2,Belleville,,3001,,1023,,,Sold,,,http://www.redfin.com/NJ/Belleville/160-Mill-St-07109/home/36084159,NJMLS,1805584,Y,Y,40.7829222,-74.1573604
MLS Listing,,Multi-Family (2-4 Unit),481 S 11th St,Newark,NJ,7103,392000,7,4,Newark,,2500,,72,,,Active,,,http://www.redfin.com/NJ/Newark/481-S-11th-St-07103/home/36235276,NJMLS,21020337,Y,Y,40.7368767,-74.2031893
PAST SALE,May-17-2021,Single Family Residential,297 Dr Martin Luther Kng Blvd,Newark,NJ,7102,310000,3,1,Newark,,1708,,79,,,Sold,,,http://www.redfin.com/NJ/Newark/297-Dr-Martin-Luther-King-Jr-Blvd-07102/home/36275247,NJMLS,20038692,Y,Y,40.7440749,-74.175761
PAST SALE,,Single Family Residential,299 Claremont Ave,Jersey City,NJ,7305,,,,,,2026,1917,,,,,,,http://www.redfin.com/NJ/Jersey-City/299-Claremont-Ave-07305/home/36552380,,,Y,Y,40.7128305,-74.0858093
PAST SALE,March-30-2021,Single Family Residential,4228 Gunther Ave,BRONX,NY,10466,405000,3,2.5,BRONX,1208,2378,1920,127,335,,Sold,,,http://www.redfin.com/NY/Bronx/4228-Gunther-Ave-10466/home/44739927,OneKey,H6069518,Y,Y,40.8949321,-73.8499175
PAST SALE,February-7-2017,Multi-Family (2-4 Unit),361-367 18TH Ave,Newark City,NJ,07108-2016,60000,,,Newark City,,6098,1997,1639,,,Sold,,,http://www.redfin.com/NJ/Newark/361-367-18th-Ave-07108/home/110171553,GSMLS,3350328,Y,Y,40.7305676,-74.1989937
PAST SALE,,Single Family Residential,208 S 6th St,Newark,NJ,7103,60000,,,,2382,3498,1907,,25,,,,,http://www.redfin.com/NJ/Newark/208-S-6th-St-07103/home/36256621,,,Y,Y,40.7406132,-74.1962512
PAST SALE,,Single Family Residential,15 5th St,South Orange,NJ,7079,300000,,,,2483,2400,1910,,121,,,,,http://www.redfin.com/NJ/South-Orange/15-5th-St-07079/home/36258935,,,Y,Y,40.748347,-74.191732
PAST SALE,February-17-2021,Multi-Family (2-4 Unit),243 Summer Ave,Newark,NJ,7104,321000,5,3,Newark,,2409,,168,,,Sold,,,http://www.redfin.com/NJ/Newark/243-Summer-Ave-07104/home/36241235,NJMLS,20045650,Y,Y,40.7600087,-74.1709014
PAST SALE,,Single Family Residential,3 Minerva St #1,Jersey City,NJ,7304,,,,,,,,,,,,,,http://www.redfin.com/NJ/Jersey-City/3-Minerva-St-07304/unit-1/home/173426492,,,Y,Y,40.711549,-74.072701
PAST SALE,June-17-2021,Multi-Family (2-4 Unit),121 KEARNEY Ave,JERSEY CITY,NJ,7305,316000,4,2,Jersey City (Greenville),,,,48,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/121-Kearney-Ave-07305/home/36574235,HCMLS,202028181,Y,Y,40.712065,-74.081091
MLS Listing,,Single Family Residential,1439 45th St,North Bergen,NJ,7047,349000,3,2,North Bergen,,2901,,48,,,Contingent,,,http://www.redfin.com/NJ/North-Bergen/1439-45th-St-07047/home/36596487,NJMLS,21024441,Y,Y,40.7827541,-74.0299549
PAST SALE,June-11-2021,Single Family Residential,282 ARMSTRONG Ave,JERSEY CITY,NJ,7305,375000,4,1,Jersey City (West Bergen),1633,,,54,230,,Sold,,,http://www.redfin.com/NJ/Jersey-City/282-Armstrong-Ave-07305/home/36527483,HCMLS,202028714,Y,Y,40.705819,-74.091086
PAST SALE,July-28-2021,Multi-Family (2-4 Unit),127 11TH Ave,Newark City,NJ,07107-1428,290000,,,Newark City,,1742,,7,,,Sold,,,http://www.redfin.com/NJ/Newark/127-11th-Ave-W-07107/home/36258732,GSMLS,3678048,Y,Y,40.747426,-74.198738
PAST SALE,April-14-2021,Condo/Co-op,4306 KENNEDY Blvd #9,Union City,NJ,7087,146000,2,1,Union City,561,,,112,260,228,Sold,,,http://www.redfin.com/NJ/Union-City/4306-John-F-Kennedy-Blvd-07087/unit-9/home/36621316,HCMLS,202029287,Y,Y,40.7792715,-74.0262712
PAST SALE,,Single Family Residential,28 Pierce St,Newark,NJ,7103,10000,,,,1572,2252,1900,,6,,,,,http://www.redfin.com/NJ/Newark/28-Pierce-St-07103/home/36271791,,,Y,Y,40.7302501,-74.2075345
PAST SALE,February-26-2021,Condo/Co-op,527-29 34th St Unit C1,Union City,NJ,7087,170000,2,1,Union City,,,,159,,,Sold,,,http://www.redfin.com/NJ/Union-City/527-529-34th-St-07087/unit-C1/home/173970911,NJMLS,20051854,Y,Y,40.7735178,-74.0297895
PAST SALE,,Condo/Co-op,207 48th St #7,Union City,NJ,7087,,,,,,,,,,,,,,http://www.redfin.com/NJ/Union-City/207-48th-St-07087/unit-7/home/113617176,,,Y,Y,40.7799958,-74.0187807
PAST SALE,April-6-2021,Condo/Co-op,376 Littleton Ave,Newark,NJ,7103,225000,3,1.5,Newark,,,,120,,,Sold,,,http://www.redfin.com/NJ/Newark/376-Littleton-Ave-07103/unit-4P/home/165514529,NJMLS,21005954,Y,Y,40.7337012,-74.1980656
PAST SALE,,Single Family Residential,188 Garside St #1,Newark,NJ,7104,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/188-Garside-St-07104/unit-1/home/173463776,,,Y,Y,40.75831,-74.174303
PAST SALE,,Single Family Residential,2 Napoleon St,Newark,NJ,7105,192212,,,,1752,1324,2004,,110,,,,,http://www.redfin.com/NJ/Newark/2-Napoleon-St-07105/home/36063407,,,Y,Y,40.7217775,-74.1566361
PAST SALE,July-16-2021,Single Family Residential,172 16th Ave,Newark,NJ,7103,185000,5,2,Newark,,,,19,,,Sold,,,http://www.redfin.com/NJ/Newark/172-16th-Ave-07103/home/36235681,NJMLS,20037577,Y,Y,40.7356394,-74.2028006
PAST SALE,January-25-2021,Condo/Co-op,1866 KENNEDY Blvd Unit B2,JERSEY CITY,NJ,7305,140000,2,1,Jersey City (Greenville),988,,,191,142,390,Sold,,,http://www.redfin.com/NJ/Jersey-City/1866-John-F-Kennedy-Blvd-07305/unit-B2/home/59148845,HCMLS,210000418,Y,Y,40.7034776,-74.09004
PAST SALE,April-30-2021,Condo/Co-op,2672 KENNEDY Blvd #104,JERSEY CITY,NJ,7306,189000,2,1,Jersey City (Journal Square),608,,,96,311,452,Sold,,,http://www.redfin.com/NJ/Jersey-City/2672-John-F-Kennedy-Blvd-07306/unit-104/home/36652244,HCMLS,202024831,Y,Y,40.7276508,-74.0702709
PAST SALE,April-17-2000,Condo/Co-op,437 Palisade Ave Unit 5F,Yonkers,NY,10703,275000,2,1.5,437 Palisade Ave Condomi,1100,,1973,110,250,509,Pending,,,http://www.redfin.com/NY/Yonkers/437-Palisade-Ave-10703/unit-F5/home/20172116,OneKey,H6106390,Y,Y,40.9494293,-73.8908103
PAST SALE,,Condo/Co-op,1165 Fulton Ave Unit 1A,The Bronx,NY,10456,,,,,,,,,,,,,,http://www.redfin.com/NY/The-Bronx/1165-Fulton-Ave-10456/unit-1A/home/167083338,,,Y,Y,40.8295018,-73.9056237
MLS Listing,,Condo/Co-op,2323 Loring Pl N #8,BRONX,NY,10468,212000,2,1,2323 Loring Pl N Housing,960,,1912,96,221,,Active,,,http://www.redfin.com/NY/The-Bronx/2323-Loring-Pl-N-10468/unit-8/home/172771227,OneKey,3308372,Y,Y,40.8624599,-73.9081959
PAST SALE,March-22-2021,Townhouse,5110 Reno St,Philadelphia,PA,19139,75000,2,1,MILL CREEK,896,640,1920,135,84,,Sold,,,http://www.redfin.com/PA/Philadelphia/5110-Reno-St-19139/home/39245149,BRIGHT MLS,PAPH965986,Y,Y,39.9663388,-75.2228084
PAST SALE,March-2-2021,Townhouse,532 E Indiana Ave,Philadelphia,PA,19134,86500,3,1,KENSINGTON,1120,832,1920,155,77,,Sold,,,http://www.redfin.com/PA/Philadelphia/532-E-Indiana-Ave-19134/home/38206592,BRIGHT MLS,PAPH931348,Y,Y,39.9941389,-75.120722
MLS Listing,,Condo/Co-op,5612 Hudson Ave Unit 1A,West New York,NJ,7093,198995,3,1,West New York,674,,,154,295,,Contingent,,,http://www.redfin.com/NJ/West-New-York/5612-Hudson-Ave-07093/unit-1A/home/100810688,NJMLS,21007372,Y,Y,40.7846846,-74.0142917
PAST SALE,March-8-2021,Condo/Co-op,6414 PARK Ave #11,West New York,NJ,7093,190000,2,1,West New York,,,,149,,312,Sold,,,http://www.redfin.com/NJ/West-New-York/6414-Park-Ave-07093/unit-11/home/36630434,HCMLS,202021859,Y,Y,40.7892649,-74.0055317
MLS Listing,,Single Family Residential,364 Bergen St,Newark City,NJ,07103-2202,219000,3,1.5,Newark City,,2613,2005,53,,,Active,,,http://www.redfin.com/NJ/Newark/364-Bergen-St-07103/home/36374195,GSMLS,3719784,Y,Y,40.7322749,-74.1954962
PAST SALE,January-28-2021,Townhouse,3056 N Swanson St,Philadelphia,PA,19134,50000,4,1,HARROWGATE,980,637,1920,188,51,,Sold,,,http://www.redfin.com/PA/Philadelphia/3056-N-Swanson-St-19134/home/38209973,BRIGHT MLS,PAPH974060,Y,Y,39.9964476,-75.1283937
PAST SALE,February-4-2021,Townhouse,3237 Memphis St,Philadelphia,PA,19134,124900,2,1,PORT RICHMOND,741,969,1910,181,169,,Sold,,,http://www.redfin.com/PA/Philadelphia/3237-Memphis-St-19134/home/39250183,BRIGHT MLS,PAPH973628,Y,Y,39.9894119,-75.1055919
PAST SALE,February-5-2021,Townhouse,3118 N 8th St,Philadelphia,PA,19133,65500,3,2,PHILA (NORTH),1088,822,1925,180,60,,Sold,,,http://www.redfin.com/PA/Philadelphia/3118-N-8th-St-19133/home/39054261,BRIGHT MLS,PAPH973890,Y,Y,39.9992498,-75.1438323
MLS Listing,,Townhouse,2159 N Philip St,Philadelphia,PA,19122,160000,3,2,FISHTOWN,888,585,1920,335,180,,Active,,,http://www.redfin.com/PA/Philadelphia/2159-N-Philip-St-19122/home/38491346,BRIGHT MLS,PAPH932094,Y,Y,39.9834979,-75.1370297
PAST SALE,,Single Family Residential,6219 Marsden St,Philadelphia,PA,19135,159900,,,,1200,2000,1930,,133,,,,,http://www.redfin.com/PA/Philadelphia/6219-Marsden-St-19135/home/39220697,,,Y,Y,40.0203307,-75.0552625
MLS Listing,,Townhouse,5838 Pemberton St,Philadelphia,PA,19143,264995,3,2,COBBS CREEK,1062,938,1925,42,250,,Active,,,http://www.redfin.com/PA/Philadelphia/5838-Pemberton-St-19143/home/38122099,BRIGHT MLS,PAPH2003508,Y,Y,39.951399,-75.240077
PAST SALE,February-25-2021,Townhouse,3348 N Lee St,Philadelphia,PA,19134,50000,3,1,Philadelphia,1065,907,1935,160,47,,Sold,,,http://www.redfin.com/PA/Philadelphia/3348-N-Lee-St-19134/home/38222446,BRIGHT MLS,PAPH972748,Y,Y,40.001232,-75.1282341
PAST SALE,May-14-2021,Townhouse,624 E Lippincott St,Philadelphia,PA,19134,67000,3,1,KENSINGTON,1064,713,1920,82,63,,Sold,,,http://www.redfin.com/PA/Philadelphia/624-E-Lippincott-St-19134/home/38877817,BRIGHT MLS,PAPH967018,Y,Y,39.996218,-75.118817
PAST SALE,July-19-2021,Townhouse,4826 Hawthorne St,Philadelphia,PA,19124,85000,2,1,FRANKFORD,944,2590,1925,16,90,,Sold,,,http://www.redfin.com/PA/Philadelphia/4826-Hawthorne-St-19124/home/38637906,BRIGHT MLS,PAPH1027748,Y,Y,40.01672,-75.0788615
PAST SALE,,Townhouse,3306 Kip St,Philadelphia,PA,19134,65000,3,1,,1061,862,1935,,61,,,,,http://www.redfin.com/PA/Philadelphia/3306-Kip-St-19134/home/38223900,,,Y,Y,40.0000648,-75.1259079
PAST SALE,February-12-2021,Townhouse,3574 Jasper St,Philadelphia,PA,19134,79700,3,1.5,HARROWGATE,1089,853,1920,173,73,,Sold,,,http://www.redfin.com/PA/Philadelphia/3574-Jasper-St-19134/home/39252917,BRIGHT MLS,PAPH940582,Y,Y,39.9999696,-75.1033707
PAST SALE,January-22-2021,Townhouse,4208 N Fairhill St,Philadelphia,PA,19140,80000,3,1,Philadelphia,1050,874,1940,194,76,,Sold,,,http://www.redfin.com/PA/Philadelphia/4208-N-Fairhill-St-19140/home/39241394,BRIGHT MLS,PAPH968216,Y,Y,40.0155464,-75.1366263
PAST SALE,,Townhouse,3054 Coral St,Philadelphia,PA,19134,71000,2,1,PORT RICHMOND,800,714,1910,630,89,,Pending,,,http://www.redfin.com/PA/Philadelphia/3054-Coral-St-19134/home/38700897,BRIGHT MLS,PAPH849888,Y,Y,39.9910329,-75.1131434
PAST SALE,March-17-2004,Townhouse,2914 Rutledge St,Philadelphia,PA,19134,8000,2,1,KENSINGTON,,546,1934,6349,,,Sold,,,http://www.redfin.com/PA/Philadelphia/2914-Rutledge-St-19134/home/38211878,BRIGHT MLS,PAPH181522,Y,Y,39.9935948,-75.1245438
PAST SALE,,Townhouse,2647 N Reese St,Philadelphia,PA,19133,,3,1,,990,826,1920,,,,,,,http://www.redfin.com/PA/Philadelphia/2647-N-Reese-St-19133/home/38497787,,,Y,Y,39.9914627,-75.1408101
PAST SALE,,Townhouse,3067 Potter St,Philadelphia,PA,19134,60500,3,1,,840,630,1920,,72,,,,,http://www.redfin.com/PA/Philadelphia/3067-Potter-St-19134/home/38890480,,,Y,Y,39.994796,-75.117242
PAST SALE,May-13-2021,Townhouse,3131 Weymouth St,Philadelphia,PA,19134,39900,3,1,KENSINGTON,1120,684,1920,83,36,,Sold,,,http://www.redfin.com/PA/Philadelphia/3131-Weymouth-St-19134/home/38885938,BRIGHT MLS,PAPH949332,Y,Y,39.9959926,-75.1169678
PAST SALE,July-29-2021,Townhouse,740 E Willard St,Philadelphia,PA,19134,90000,3,1,KENSINGTON,1110,750,1920,6,81,,Sold,,,http://www.redfin.com/PA/Philadelphia/740-E-Willard-St-19134/home/38878976,BRIGHT MLS,PAPH1019668,Y,Y,39.9979299,-75.115964
PAST SALE,February-9-2021,Townhouse,1861 E Wishart St,Philadelphia,PA,19134,53250,2,1,KENSINGTON,980,735,1920,176,54,,Sold,,,http://www.redfin.com/PA/Philadelphia/1861-E-Wishart-St-19134/home/38697336,BRIGHT MLS,PAPH965936,Y,Y,39.9950464,-75.1128852
PAST SALE,January-6-2021,Townhouse,113 E Lippincott St,Philadelphia,PA,19134,53000,3,1.5,KENSINGTON,1120,686,1920,210,47,,Sold,,,http://www.redfin.com/PA/Philadelphia/113-E-Lippincott-St-19134/home/38208740,BRIGHT MLS,PAPH967104,Y,Y,39.9976941,-75.1289739
PAST SALE,,Townhouse,229 E Westmoreland St,Philadelphia,PA,19134,,3,1,,1209,1085,1935,,,,,,,http://www.redfin.com/PA/Philadelphia/229-E-Westmoreland-St-19134/home/38227323,,,Y,Y,39.999916,-75.1260549
PAST SALE,March-12-2021,Townhouse,4013 N 8th St,Philadelphia,PA,19140,70000,4,2,HUNTING PARK,1260,1110,1920,145,56,,Sold,,,http://www.redfin.com/PA/Philadelphia/4013-N-8th-St-19140/home/39239800,BRIGHT MLS,PAPH942834,Y,Y,40.0129572,-75.1404735
PAST SALE,,Townhouse,3662 N Marvine St,Philadelphia,PA,19140,,4,1,,1534,1533,1925,,,,,,,http://www.redfin.com/PA/Philadelphia/3662-N-Marvine-St-19140/home/39237359,,,Y,Y,40.0084609,-75.146963
PAST SALE,March-22-2021,Townhouse,5141 Reno St,Philadelphia,PA,19139,75000,2,1,MILL CREEK,896,630,1920,135,84,,Sold,,,http://www.redfin.com/PA/Philadelphia/5141-Reno-St-19139/home/39245097,BRIGHT MLS,PAPH965328,Y,Y,39.966464,-75.223585
PAST SALE,,Condo/Co-op,269 W 153rd St #12,New York,NY,10039,,,,,,,,,,,,,,http://www.redfin.com/NY/New-York/269-W-153rd-St-10039/unit-12/home/169565622,,,Y,Y,40.8278328,-73.9375665
PAST SALE,December-31-2020,Townhouse,729 E Thayer St,Philadelphia,PA,19134,65000,3,1,Philadelphia,1302,1018,1920,216,50,,Sold,,,http://www.redfin.com/PA/Philadelphia/729-E-Thayer-St-19134/home/38880736,BRIGHT MLS,PAPH923936,Y,Y,39.9996604,-75.1159007
PAST SALE,,Townhouse,1837 W Pratt St,Baltimore,MD,21223,5000,,,,,980,1900,,,,,,,http://www.redfin.com/MD/Baltimore/1837-W-Pratt-St-21223/home/10961343,,,Y,Y,39.2850479,-76.6461784
PAST SALE,,Single Family Residential,138 Bidwell Ave,Jersey City,NJ,7305,325000,,,,1748,2827,1925,,186,,,,,http://www.redfin.com/NJ/Jersey-City/138-Bidwell-Ave-07305/home/36530957,,,Y,Y,40.705553,-74.081717
MLS Listing,,Townhouse,1521 Carswell St,Baltimore,MD,21218,170000,4,2.5,Ward 9,,,1920,20,,,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/MD/Baltimore/1521-Carswell-St-21218/home/10818297,BRIGHT MLS,MDBA553078,Y,Y,39.3229363,-76.5963054
PAST SALE,April-14-2021,Townhouse,1900 Homewood Ave,Baltimore,MD,21218,73000,6,3,Ward 9,,,1920,112,,,Sold,,,http://www.redfin.com/MD/Baltimore/1900-Homewood-Ave-21218/home/10809609,BRIGHT MLS,MDBA520720,Y,Y,39.3120016,-76.6073896
PAST SALE,January-14-2021,Multi-Family (2-4 Unit),354 Bergen St,Newark,NJ,7103,380000,6,3,Newark,,2500,,202,,,Sold,,,http://www.redfin.com/NJ/Newark/354-Bergen-St-07103/home/36270308,NJMLS,20045620,Y,Y,40.7326243,-74.1954389
PAST SALE,,Single Family Residential,15 Seymour Ave,Newark,NJ,7108,408000,,,,2558,3441,2003,,159,,,,,http://www.redfin.com/NJ/Newark/15-Seymour-Ave-07108/home/36273388,,,Y,Y,40.725028,-74.20121
PAST SALE,June-4-2021,Townhouse,3738 N 8th St,Philadelphia,PA,19140,45000,3,1,Philadelphia,1120,736,1935,61,40,,Sold,,,http://www.redfin.com/PA/Philadelphia/3738-N-8th-St-19140/home/39238719,BRIGHT MLS,PAPH942554,Y,Y,40.0091009,-75.1417002
PAST SALE,April-15-2021,Multi-Family (2-4 Unit),70 CUTLER St,Newark City,NJ,07104-2533,325000,,,Newark City,,2613,1887,111,,,Sold,,,http://www.redfin.com/NJ/Newark/70-Cutler-St-07104/home/36237947,GSMLS,3674601,Y,Y,40.7537779,-74.1757
MLS Listing,,Townhouse,445 W Indiana Ave,Philadelphia,PA,19133,99900,4,2,KENSINGTON,1196,756,1920,44,84,,Active,,,http://www.redfin.com/PA/Philadelphia/445-W-Indiana-Ave-19133/home/38507455,BRIGHT MLS,PAPH2000820,Y,Y,39.9967406,-75.1389637
PAST SALE,February-25-2021,Multi-Family (2-4 Unit),345 FULTON Ave,JERSEY CITY,NJ,7305,510000,7,3,Jersey City (West Bergen),,,,160,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/345-Fulton-Ave-07305/home/36527300,HCMLS,202024445,Y,Y,40.7081741,-74.0925892
PAST SALE,,Single Family Residential,62 Grant St #1,Fairview,NJ,7022,439000,,,,2159,2500,1906,,203,,,,,http://www.redfin.com/NJ/Fairview/62-Grant-St-07022/unit-1/home/35731471,,,Y,Y,40.8121861,-74.0002426
PAST SALE,,Single Family Residential,520 Garfield Ave,Jersey City,NJ,7305,52000,,,,,2195,,,,,,,,http://www.redfin.com/NJ/Jersey-City/520-Garfield-Ave-07305/home/36539967,,,Y,Y,40.69919,-74.08099
PAST SALE,May-14-2021,Multi-Family (2-4 Unit),184 CARTERET Ave,JERSEY CITY,NJ,7305,445000,7,3.5,Jersey City (Greenville),,,,82,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/184-Carteret-Ave-07305/home/36575931,HCMLS,210001215,Y,Y,40.7098005,-74.075966
MLS Listing,,Single Family Residential,,Brooklyn,NY,11207,275995,3,1.5,Brooklyn,,1800,1990,581,,,Active,,,http://www.redfin.com/NY/Brooklyn/Undisclosed-address-11207/home/40755190,OneKey,3188454,Y,Y,40.670777,-73.892997
PAST SALE,March-31-2021,Multi-Family (2-4 Unit),340-342 13TH Ave,Newark City,NJ,07103-2443,370000,,,Newark City,,4791,1900,126,,,Sold,,,http://www.redfin.com/NJ/Newark/340-13th-Ave-07103/home/36256635,GSMLS,3673517,Y,Y,40.7416509,-74.1968357
PAST SALE,,Townhouse,1937 N Darien St,Philadelphia,PA,19122,165500,3,1,,900,555,1920,,184,,,,,http://www.redfin.com/PA/Philadelphia/1937-N-Darien-St-19122/home/38513726,,,Y,Y,39.9813293,-75.1479596
PAST SALE,December-30-2020,Multi-Family (2-4 Unit),240 GRANT Ave,JERSEY CITY,NJ,7305,535000,7,3,Jersey City (West Bergen),,,,217,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/240-Grant-Ave-07305/home/36552439,HCMLS,202023975,Y,Y,40.712895,-74.086521
MLS Listing,,Multi-Family (2-4 Unit),113 S 7th St,Newark,NJ,7107,486000,7,3,Newark,,3001,,7,,,Active,,,http://www.redfin.com/NJ/Newark/113-S-7th-St-07107/home/36257850,NJMLS,21030707,Y,Y,40.7452241,-74.1954848
PAST SALE,May-19-2021,Townhouse,3046 N 9th St,Philadelphia,PA,19133,60000,4,1,Philadelphia,1305,994,1925,77,46,,Sold,,,http://www.redfin.com/PA/Philadelphia/3046-N-9th-St-19133/home/39053966,BRIGHT MLS,PAPH943962,Y,Y,39.9984858,-75.1450409
PAST SALE,January-26-2021,Multi-Family (2-4 Unit),35 NORFOLK St,Newark City,NJ,07103-3209,522000,,,Newark City,,3049,,190,,,Sold,,,http://www.redfin.com/NJ/Newark/35-Norfolk-St-07103/home/36275709,GSMLS,3672556,Y,Y,40.747855,-74.182001
PAST SALE,December-28-2020,Multi-Family (2-4 Unit),548 61ST St,West New York,NJ,7093,450000,6,2,West New York,,,,219,,,Sold,,,http://www.redfin.com/NJ/West-New-York/548-61st-St-07093/home/173438774,HCMLS,202023656,Y,Y,40.7907407,-74.0170904
PAST SALE,,Single Family Residential,219 Cator Ave,Jersey City,NJ,7305,36000,,,,,2727,,,,,,,,http://www.redfin.com/NJ/Jersey-City/219-Cator-Ave-07305/home/36535109,,,Y,Y,40.6994157,-74.0929562
PAST SALE,,Townhouse,41 N Ithan St,Philadelphia,PA,19139,50000,3,1,,1152,960,1925,,43,,,,,http://www.redfin.com/PA/Philadelphia/41-N-Ithan-St-19139/home/38148347,,,Y,Y,39.9620436,-75.2331957
PAST SALE,,Townhouse,541 Bloom St,Baltimore,MD,21217,,,,,,875,1920,,,,,,,http://www.redfin.com/MD/Baltimore/541-Bloom-St-21217/home/10877731,,,Y,Y,39.3071028,-76.6376781
PAST SALE,April-9-2021,Multi-Family (2-4 Unit),154 BIDWELL Ave,JERSEY CITY,NJ,07305-3325,400000,6,2,Jersey City (Greenville),,,,117,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/154-Bidwell-Ave-07305/home/36530942,HCMLS,202023292,Y,Y,40.705914,-74.082261
PAST SALE,February-24-2021,Townhouse,2003 Westwood Ave,Baltimore,MD,21217,23560,3,1,Ward 15,,1400,1915,161,,,Sold,,,http://www.redfin.com/MD/Baltimore/2003-Westwood-Ave-21217/home/10923664,BRIGHT MLS,MDBA527752,Y,Y,39.3085429,-76.6503522
PAST SALE,February-12-2021,Single Family Residential,51 BOYD Ave,JERSEY CITY,NJ,7304,358000,3,2,Jersey City (West Bergen),,,,173,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/51-Boyd-Ave-07304/home/36552196,HCMLS,202019821,Y,Y,40.716132,-74.082512
PAST SALE,,Single Family Residential,101 Woodlawn Ave,Jersey City,NJ,7305,325000,,,,2043,1799,1920,,159,,,,,http://www.redfin.com/NJ/Jersey-City/101-Woodlawn-Ave-07305/home/36531993,,,Y,Y,40.7018582,-74.0845129
PAST SALE,March-19-2021,Multi-Family (2-4 Unit),226 BARTHOLDI Ave,JERSEY CITY,NJ,7305,450000,5,2,Jersey City (West Bergen),,,,138,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/226-Bartholdi-Ave-07305/home/36525962,HCMLS,202016692,Y,Y,40.6998814,-74.099211
PAST SALE,January-19-2021,Townhouse,932 S Paxon St,Philadelphia,PA,19143,85000,3,1,KINGSESSING,1920,1080,1925,197,44,,Sold,,,http://www.redfin.com/PA/Philadelphia/932-S-Paxon-St-19143/home/39285772,BRIGHT MLS,PAPH884236,Y,Y,39.94461,-75.222935
PAST SALE,,Townhouse,5452 Spring St,Philadelphia,PA,19139,27750,2,1,,748,690,1920,,37,,,,,http://www.redfin.com/PA/Philadelphia/5452-Spring-St-19139/home/38136697,,,Y,Y,39.9640379,-75.2295036
PAST SALE,,Townhouse,2217 W Firth St,Philadelphia,PA,19132,51870,3,1,,890,754,1925,,58,,,,,http://www.redfin.com/PA/Philadelphia/2217-W-Firth-St-19132/home/38418586,,,Y,Y,39.9932542,-75.1686859
PAST SALE,,Multi-Family (2-4 Unit),755 Schenck Ave,Brooklyn,NY,11207,684760,,,,2976,2500,1925,,230,,,,,http://www.redfin.com/NY/Brooklyn/755-Schenck-Ave-11207/home/40767537,,,Y,Y,40.6619117,-73.8842258
PAST SALE,,Single Family Residential,33 Seymour Ave,Newark,NJ,7108,110000,,,,2878,3441,1907,,38,,,,,http://www.redfin.com/NJ/Newark/33-Seymour-Ave-07108/home/36273396,,,Y,Y,40.7244093,-74.2014695
