SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,272A Grant Ave,Jersey City,NJ,7305,21500,,,,1600,1616,1922,,13,,,,,http://www.redfin.com/NJ/Jersey-City/272A-Grant-Ave-07305/home/36552425,,,Y,Y,40.713585,-74.087655
MLS Listing,,Multi-Family (2-4 Unit),60 Oak St,Mount Vernon,NY,10550,525000,5,2,Mount Vernon,2200,2161,1930,252,239,,Active,,,http://www.redfin.com/NY/Mt-Vernon/60-Oak-St-10550/home/20003641,OneKey,H6084627,Y,Y,40.9141032,-73.8472246
MLS Listing,,Multi-Family (2-4 Unit),6017 Monroe Pl,West New York,NJ,7093,589000,6,3,West New York,,2500,,68,,,Active,,,http://www.redfin.com/NJ/West-New-York/6017-Monroe-Pl-07093/home/36634928,NJMLS,21021132,Y,Y,40.7881192,-74.0130852
PAST SALE,,Single Family Residential,213 45th St,Union City,NJ,7087,216000,,,,2338,1507,1900,,92,,,,,http://www.redfin.com/NJ/Union-City/213-45th-St-07087/home/36622807,,,Y,Y,40.7780112,-74.0209808
MLS Listing,,Multi-Family (2-4 Unit),121 57th St,West New York,NJ,7093,599000,5,3,West New York,,2100,,59,,,Active,,,http://www.redfin.com/NJ/West-New-York/121-57th-St-07093/home/36636505,NJMLS,21022548,Y,Y,40.7842169,-74.0120492
MLS Listing,,Multi-Family (2-4 Unit),87 Highland Ave,Kearny,NJ,7032,475000,5,2,Kearny,,2940,,58,,,Contingent,,,http://www.redfin.com/NJ/Kearny/87-Highland-Ave-07032/home/36580555,NJMLS,21022610,Y,Y,40.7562314,-74.1574618
MLS Listing,,Single Family Residential,1503 64TH St,North Bergen,NJ,7047,529900,4,3,North Bergen,,,,49,,,Active,,,http://www.redfin.com/NJ/North-Bergen/1503-64th-St-07047/home/36424715,HCMLS,210014577,Y,Y,40.7965176,-74.0225416
PAST SALE,,Single Family Residential,776 Elsmere Pl,BRONX,NY,10460,499000,4,2.5,BRONX,1604,2500,1901,60,311,,Pending,,,http://www.redfin.com/NY/Bronx/776-Elsmere-Pl-10460/home/44714098,OneKey,H6121481,Y,Y,40.8433903,-73.8891175
MLS Listing,,Multi-Family (2-4 Unit),97 Hedden Ter,Newark,NJ,7108,450000,6,4.5,Newark,,3123,,61,,,Contingent,,,http://www.redfin.com/NJ/Newark/97-Hedden-Ter-07108/home/36279182,NJMLS,21022335,Y,Y,40.7188831,-74.204932
MLS Listing,,Multi-Family (2-4 Unit),2 Eastern Way,Rutherford,NJ,7070,575000,6,3,Rutherford,,4008,,62,,,Contingent,,,http://www.redfin.com/NJ/Rutherford/2-Eastern-Way-07070/home/35855754,NJMLS,21021962,Y,Y,40.8242796,-74.1008781
MLS Listing,,Multi-Family (2-4 Unit),103 Cutler St,Newark,NJ,7104,539900,6,3,Newark,,1477,,63,,,Active,,,http://www.redfin.com/NJ/Newark/103-Cutler-St-07104/home/36238071,NJMLS,21021819,Y,Y,40.7548434,-74.1746854
MLS Listing,,Multi-Family (2-4 Unit),941 S 20th St,Newark,NJ,7108,375000,8,3,Newark,,3520,,42,,,Active,,,http://www.redfin.com/NJ/NEWARK/941-S-20TH-ST-07108/home/36277423,NJMLS,21025421,Y,Y,40.724103,-74.216943
MLS Listing,,Multi-Family (2-4 Unit),6807 Newkirk Ave,North Bergen,NJ,7047,389000,4,2,North Bergen,,2500,,64,,,Contingent,,,http://www.redfin.com/NJ/North-Bergen/6807-Newkirk-Ave-07047/home/36597242,NJMLS,21021541,Y,Y,40.7981366,-74.0189266
MLS Listing,,Multi-Family (2-4 Unit),116 Cross St,Harrison,NJ,7029,549900,6,2,Harrison,,2339,,64,,,Contingent,,,http://www.redfin.com/NJ/Harrison/116-Cross-St-07029/home/36484682,NJMLS,21021374,Y,Y,40.7491946,-74.1584739
MLS Listing,,Single Family Residential,627 Bryant Ave,Teaneck,NJ,7666,525000,4,2,Teaneck,,2026,,67,,,Contingent,,,http://www.redfin.com/NJ/Teaneck/627-Bryant-Ave-07666/home/35868849,NJMLS,21021235,Y,Y,40.8770014,-73.9991407
MLS Listing,,Townhouse,1028 Smith Manor Blvd,West Orange,NJ,7052,489000,8,4,West Orange,,,,66,,,Contingent,,,http://www.redfin.com/NJ/West-Orange/1028-Smith-Manor-Blvd-07052/unit-15/home/36357879,NJMLS,21021267,Y,Y,40.8004185,-74.243686
PAST SALE,,Single Family Residential,,Newark,NJ,7112,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/Unknown-07112/home/175224918,,,Y,Y,40.7132136,-74.2120629
MLS Listing,,Multi-Family (2-4 Unit),721 S 15th St,Newark,NJ,7103,360000,5,2,Newark,,2500,,70,,,Contingent,,,http://www.redfin.com/NJ/Newark/721-S-15th-St-07103/home/36271922,NJMLS,21020775,Y,Y,40.7294244,-74.2099191
PAST SALE,,Single Family Residential,7 Myrtle Ave,Newark,NJ,7107,300000,,,,3909,2348,1952,,77,,,,,http://www.redfin.com/NJ/Newark/7-Myrtle-Ave-07107/home/36260068,,,Y,Y,40.7520034,-74.193421
PAST SALE,,Condo/Co-op,813D St Anns Ave Unit D,BRONX,NY,10456,359000,3,1.5,Melrose Court Condo,1067,,1994,70,336,593,Pending,,,http://www.redfin.com/NY/Bronx/813-Saint-Ann-s-Ave-10456/unit-D/home/175198971,OneKey,H6117223,Y,Y,40.8208907,-73.9102059
MLS Listing,,Multi-Family (2-4 Unit),192 Hillside Ave,Newark,NJ,7108,369900,7,4,Newark,,3328,,71,,,Active,,,http://www.redfin.com/NJ/Newark/192-Hillside-Ave-07108/home/36274490,NJMLS,21020591,Y,Y,40.716525,-74.1941548
PAST SALE,July-20-2021,Multi-Family (2-4 Unit),227 58th St,West New York,NJ,7093,640000,7,3,West New York,,2500,,15,,,Sold,,,http://www.redfin.com/NJ/West-New-York/227-58th-St-07093/home/36636275,NJMLS,20049775,Y,Y,40.785522,-74.0132688
PAST SALE,July-23-2021,Single Family Residential,180 Dewey St,Newark,NJ,7112,315000,4,3,Newark,,3598,,12,,,Sold,,,http://www.redfin.com/NJ/Newark/180-Dewey-St-07112/home/36280669,NJMLS,21008299,Y,Y,40.7135282,-74.2180472
PAST SALE,September-8-2008,Multi-Family (2-4 Unit),131 WEGMAN Pkwy,JERSEY CITY,NJ,07305-3314,267000,6,2,Jersey City (Greenville),,,,4713,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/131-Wegman-Pkwy-07305/home/36530282,HCMLS,80002018,Y,Y,40.704544,-74.0827
MLS Listing,,Multi-Family (2-4 Unit),721-723 Clifton Ave,Newark,NJ,7104,459900,7,4.5,Newark,,4513,,73,,,Contingent,,,http://www.redfin.com/NJ/Newark/721-Clifton-Ave-07104/home/175180120,NJMLS,21020251,Y,Y,40.7752025,-74.1669644
MLS Listing,,Multi-Family (2-4 Unit),194-196 Hansbury Ave,Newark,NJ,7112,480000,8,3,Newark,,3999,,72,,,Active,,,http://www.redfin.com/NJ/Newark/194-Hansbury-Ave-07112/home/36289819,NJMLS,21020374,Y,Y,40.7065188,-74.2182695
PAST SALE,,Single Family Residential,2000 45th St,North Bergen,NJ,7047,,,,,2195,3123,,,,,,,,http://www.redfin.com/NJ/North-Bergen/2000-45th-St-07047/home/36595665,,,Y,Y,40.7846707,-74.0336155
PAST SALE,,Single Family Residential,174-23 Polhemus Ave,Queens,NY,11433,180000,,,,1677,3300,1925,,107,,,,,http://www.redfin.com/NY/Queens/174-23-Polhemus-Ave-11433/home/20759902,,,Y,Y,40.7014657,-73.7825576
MLS Listing,,Multi-Family (2-4 Unit),30 Nichols St,Newark,NJ,7105,425000,4,2,Newark,,2618,,117,,,Contingent,,,http://www.redfin.com/NJ/Newark/30-Nichols-St-07105/home/36253325,NJMLS,21013035,Y,Y,40.7252909,-74.1652252
PAST SALE,July-30-2021,Single Family Residential,91 Seeley Ave,Kearny,NJ,7032,390000,6,1,Kearny,,5001,,5,,,Sold,,,http://www.redfin.com/NJ/Kearny/91-Seeley-Ave-07032/home/36585421,NJMLS,21020099,Y,Y,40.7790127,-74.1378718
MLS Listing,,Multi-Family (2-4 Unit),24 Millington Ave,Newark,NJ,7108,530000,10,6,Newark,,3115,,75,,,Contingent,,,http://www.redfin.com/NJ/Newark/24-Millington-Ave-07108/home/36278972,NJMLS,21020078,Y,Y,40.719825,-74.2080639
PAST SALE,,Single Family Residential,195 Bergen Ave,Kearny,NJ,7032,51000,,,,2252,5001,1893,,23,,,,,http://www.redfin.com/NJ/Kearny/195-Bergen-Ave-07032/home/36591232,,,Y,Y,40.7587792,-74.1494801
PAST SALE,,Single Family Residential,276 Muhammad Ali Ave,Newark,NJ,7108,240000,,,,1780,3454,1997,,135,,,,,http://www.redfin.com/NJ/Newark/276-Muhammad-Ali-Ave-07108/home/36270450,,,Y,Y,40.7299602,-74.1984733
PAST SALE,,Multi-Family (2-4 Unit),248 Wainwright St,Newark,NJ,7112,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/248-Wainwright-St-07112/home/175160396,,,Y,Y,40.7125054,-74.2224831
MLS Listing,,Multi-Family (2-4 Unit),321 Travers Pl,Lyndhurst,NJ,7071,559000,5,2,Lyndhurst,,5550,,84,,,Contingent,,,http://www.redfin.com/NJ/Lyndhurst/321-Travers-Pl-07071/home/35777884,NJMLS,21018184,Y,Y,40.8134767,-74.1289738
PAST SALE,,Single Family Residential,1008 74th St,North Bergen,NJ,7047,175000,,,,2345,3419,1926,,75,,,,,http://www.redfin.com/NJ/North-Bergen/1008-74th-St-07047/home/36599021,,,Y,Y,40.8008267,-74.012856
PAST SALE,June-30-2021,Multi-Family (2-4 Unit),83 S 14th St,Newark City,NJ,07107-1013,260000,,,Newark City,,2613,1914,35,,,Sold,,,http://www.redfin.com/NJ/Newark/83-S-14th-St-07107/home/36258776,GSMLS,3713418,Y,Y,40.7528204,-74.1987753
MLS Listing,,Multi-Family (2-4 Unit),34 Victor St,Yonkers,NY,10701,500000,5,3,Yonkers,2200,2840,1899,78,227,,Active,,,http://www.redfin.com/NY/Yonkers/34-Victor-St-10701/home/20175301,OneKey,H6115285,Y,Y,40.9340884,-73.888146
MLS Listing,,Single Family Residential,68 Eppirt St,East Orange,NJ,7018,295000,5,2,East Orange,,5249,,82,,,Contingent,,,http://www.redfin.com/NJ/East-Orange/68-Eppirt-St-07018/home/36150811,NJMLS,21018654,Y,Y,40.7549596,-74.2194573
MLS Listing,,Multi-Family (2-4 Unit),138 Sylvan Ave,Newark,NJ,7104,295000,6,3,Newark,,4238,,82,,,Contingent,,,http://www.redfin.com/NJ/Newark/138-Sylvan-Ave-07104/home/36251928,NJMLS,21018755,Y,Y,40.7814667,-74.1579205
PAST SALE,July-27-2021,Multi-Family (2-4 Unit),15 Newton Pl,Irvington Twp.,NJ,07111-1408,506500,,,Irvington Twp.,,6534,1953,8,,,Sold,,,http://www.redfin.com/NJ/Irvington/15-Newton-Pl-07111/home/36167957,GSMLS,3712479,Y,Y,40.729767,-74.237369
MLS Listing,,Multi-Family (2-4 Unit),358 Jersey Ave,Fairview,NJ,7022,444900,5,3,Fairview,,5001,,80,,,Contingent,,,http://www.redfin.com/NJ/Fairview/358-Jersey-Ave-07022/home/35732798,NJMLS,21018935,Y,Y,40.8182147,-73.9940906
PAST SALE,September-29-2009,Multi-Family (2-4 Unit),197 MALLORY Ave,JERSEY CITY,NJ,07304-1254,259000,7,3,Jersey City (West Bergen),,,,4327,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/197-Mallory-Ave-07304/home/50259166,HCMLS,90008250,Y,Y,40.721181,-74.087053
PAST SALE,,Single Family Residential,37 Caryl Ave,Yonkers,NY,10705,484999,5,1.5,Yonkers,2284,1886,1908,147,212,,Pending,,,http://www.redfin.com/NY/Yonkers/37-Caryl-Ave-10705/home/20182757,OneKey,H6096410,Y,Y,40.9114304,-73.8946802
MLS Listing,,Multi-Family (2-4 Unit),644 18th Ave,Irvington,NJ,7111,399000,11,3,Irvington,,3097,,78,,,Active,,,http://www.redfin.com/NJ/Irvington/644-18th-Ave-07111/home/36174013,NJMLS,21019336,Y,Y,40.7340699,-74.2135074
PAST SALE,July-23-2021,Single Family Residential,41 Isabella Ave,Newark,NJ,7106,452000,5,3,Newark,,3759,,12,,,Sold,,,http://www.redfin.com/NJ/Newark/41-Isabella-Ave-07106/home/36293210,NJMLS,21019369,Y,Y,40.7437815,-74.2205234
MLS Listing,,Multi-Family (2-4 Unit),41 Groshon Ave,Yonkers,NY,10701,449999,9,3,Yonkers,2592,1877,1898,742,174,,Active,,,http://www.redfin.com/NY/Yonkers/41-Groshon-Ave-10701/home/20180209,OneKey,H5002603,Y,Y,40.927338,-73.8987269
MLS Listing,,Multi-Family (2-4 Unit),188 Jersey Ave,Cliffside Park,NJ,7010,499876,6,2,Cliffside Park,,2500,,84,,,Contingent,,,http://www.redfin.com/NJ/Cliffside-Park/188-Jersey-Ave-07010/home/35687211,NJMLS,21018238,Y,Y,40.8162513,-73.9898479
MLS Listing,,Multi-Family (2-4 Unit),1214 51st St,North Bergen,NJ,7047,499999,6,3,North Bergen,,3324,,147,,,Contingent,,,http://www.redfin.com/NJ/North-Bergen/1214-51st-St-07047/home/36596585,NJMLS,21008324,Y,Y,40.7856025,-74.0255482
PAST SALE,,Single Family Residential,4603 Cottage Pl,Union City,NJ,7087,,,,,1650,3328,1913,,,,,,,http://www.redfin.com/NJ/Union-City/4603-Cottage-Pl-07087/home/36623100,,,Y,Y,40.7810101,-74.0235629
MLS Listing,,Single Family Residential,1500 70th St,North Bergen,NJ,7047,469900,4,3,North Bergen,,2500,,138,,,Active,,,http://www.redfin.com/NJ/North-Bergen/1500-70th-St-07047/home/36597791,NJMLS,21009826,Y,Y,40.7998159,-74.0198906
PAST SALE,July-12-2006,Single Family Residential,725 Euclid Ave,E. New York,NY,11208,399000,3,2.5,E. New York,1296,1800,1960,772,308,,Pending,,,http://www.redfin.com/NY/Brooklyn/725-Euclid-Ave-11208/home/40769707,OneKey,3141323,Y,Y,40.6691437,-73.870058
PAST SALE,March-14-1996,Condo/Co-op,818 Trinity Ave Unit C,BRONX,NY,10456,320000,3,1.5,Nehemiah Condominium V,1072,,1995,85,299,200,Pending,,,http://www.redfin.com/NY/Bronx/818-Trinity-Ave-10456/unit-C/home/44726893,OneKey,H6107919,Y,Y,40.8205486,-73.9066442
PAST SALE,April-1-2005,Multi-Family (2-4 Unit),553 54TH St,West New York,NJ,7093,342500,4,2,West New York,,,,5969,,,Sold,,,http://www.redfin.com/NJ/West-New-York/553-54th-St-07093/home/36638665,HCMLS,408441,Y,Y,40.785596,-74.0211209
MLS Listing,,Single Family Residential,767 Georgia Ave,E. New York,NY,11207,300000,4,1,E. New York,1595,2000,1920,83,188,,Active,,,http://www.redfin.com/NY/Brooklyn/767-Georgia-Ave-11207/home/40767290,OneKey,3312490,Y,Y,40.6581994,-73.8923146
MLS Listing,,Multi-Family (2-4 Unit),153 Devon St,Kearny,NJ,7032,549900,5,2,Kearny,,1999,,84,,,Contingent,,,http://www.redfin.com/NJ/Kearny/153-Devon-St-07032/home/36591580,NJMLS,21018321,Y,Y,40.7568167,-74.152003
PAST SALE,September-7-2018,Condo/Co-op,35 66TH St Unit L1,West New York,NJ,7093,147000,2,1,West New York,650,,,1062,226,240,Sold,,,http://www.redfin.com/NJ/West-New-York/35-66th-St-07093/unit-L1/home/102812921,HCMLS,180012118,Y,Y,40.7893558,-74.004053
MLS Listing,,Multi-Family (2-4 Unit),593 59TH St,West New York,NJ,7093,588000,8,4,West New York,,,,90,,,Active,,,http://www.redfin.com/NJ/West-New-York/593-59th-St-07093/home/36639066,HCMLS,210010906,Y,Y,40.7897812,-74.0201201
PAST SALE,,Multi-Family (2-4 Unit),441 S 16th St #3,Newark,NJ,7103,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/441-S-16th-St-07103/unit-3/home/175101058,,,Y,Y,40.7409313,-74.2064912
MLS Listing,,Multi-Family (2-4 Unit),79 Stevens Ave #2,Jersey City,NJ,07305-3013,495000,6,2,Jersey City,2100,3049,,90,236,,Active,,,http://www.redfin.com/NJ/Jersey-City/79-Stevens-Ave-07305/unit-2/home/175095528,GSMLS,3710350,Y,Y,40.7012049,-74.0878972
PAST SALE,May-27-2010,Multi-Family (2-4 Unit),56 STEVENS Ave,JERSEY CITY,NJ,07305-3012,186000,8,5,Jersey City (Greenville),,,,4087,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/56-Stevens-Ave-07305/home/36531761,HCMLS,90014596,Y,Y,40.7008709,-74.0866201
MLS Listing,,Multi-Family (2-4 Unit),216 69th St,Guttenberg,NJ,7093,599000,10,3,Guttenberg,,2500,,154,,,Active,,,http://www.redfin.com/NJ/Guttenberg/216-69th-St-07093/home/36481900,NJMLS,21007279,Y,Y,40.7934859,-74.0065894
MLS Listing,,Multi-Family (2-4 Unit),332 VIRGINIA Ave,JERSEY CITY,NJ,07304-1449,675000,7,2,Jersey City (West Bergen),,,,105,,,Active,,,http://www.redfin.com/NJ/Jersey-City/332-Virginia-Ave-07304/home/36550233,HCMLS,210009448,Y,Y,40.7183375,-74.0879276
PAST SALE,July-13-2021,Multi-Family (2-4 Unit),274 Belgrove Dr,Kearny,NJ,7032,645000,6,2,Kearny,,3498,,22,,,Sold,,,http://www.redfin.com/NJ/Kearny/274-Belgrove-Dr-07032/home/36581470,NJMLS,21016885,Y,Y,40.7614246,-74.1553976
PAST SALE,,Single Family Residential,664 John F. Kennedy Blvd,Bayonne,NJ,7002,,,,,,,,,,,,,,http://www.redfin.com/NJ/Bayonne/664-John-F-Kennedy-Blvd-07002/home/59100144,,,Y,Y,40.6682684,-74.1207615
PAST SALE,July-2-2021,Multi-Family (2-4 Unit),262 N 6th St,Newark,NJ,7107,405000,4,3,Newark,,2500,,33,,,Sold,,,http://www.redfin.com/NJ/Newark/262-N-6th-St-07107/home/36262905,NJMLS,21015758,Y,Y,40.75774,-74.187744
MLS Listing,,Multi-Family (2-4 Unit),664-666 Irvine Turner Blvd,Newark,NJ,7112,275000,5,2,Newark,,5001,,98,,,Contingent,,,http://www.redfin.com/NJ/Newark/664-Irvine-Turner-Blvd-07112/home/36282202,NJMLS,21015975,Y,Y,40.7110202,-74.1996838
MLS Listing,,Multi-Family (2-4 Unit),834 S 19th St,Newark,NJ,7108,515000,6,4.5,Newark,,2500,,159,,,Active,,,http://www.redfin.com/NJ/Newark/834-S-19th-St-07108/home/165628971,NJMLS,21006579,Y,Y,40.727275,-74.2141369
PAST SALE,,Single Family Residential,323 Myrtle Ave,Irvington,NJ,7111,59000,,,,2400,4757,1926,,25,,,,,http://www.redfin.com/NJ/Irvington/323-Myrtle-Ave-07111/home/36169690,,,Y,Y,40.736539,-74.22065
PAST SALE,July-20-2021,Multi-Family (2-4 Unit),136 72ND St,North Bergen,NJ,7047,625000,6,2.5,North Bergen,,,,15,,,Sold,,,http://www.redfin.com/NJ/North-Bergen/136-72nd-St-07047/home/36600099,HCMLS,210010129,Y,Y,40.7946266,-74.0036857
PAST SALE,August-2-2021,Multi-Family (2-4 Unit),190 DWIGHT St,JERSEY CITY,NJ,7305,625000,7,3.5,Jersey City (Greenville),,,,2,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/190-Dwight-St-07305/home/36530555,HCMLS,210009912,Y,Y,40.7047526,-74.0851797
PAST SALE,November-6-2019,Multi-Family (2-4 Unit),199 GRANT Ave,JERSEY CITY,NJ,7305,500000,10,3,Jersey City (West Bergen),,,,637,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/199-Grant-Ave-07305/home/36550601,HCMLS,190017148,Y,Y,40.711703,-74.0853011
MLS Listing,,Multi-Family (2-4 Unit),718 N 5th St,Harrison,NJ,7029,450000,5,2,Harrison,,2500,,100,,,Contingent,,,http://www.redfin.com/NJ/Harrison/718-N-5th-St-07029/home/36486403,NJMLS,21015541,Y,Y,40.7531577,-74.1545195
MLS Listing,,Multi-Family (2-4 Unit),730 31st St,Union City,NJ,7087,599000,5,4,Union City,,2601,,100,,,Contingent,,,http://www.redfin.com/NJ/Union-City/730-31st-St-07087/home/36619330,NJMLS,21015426,Y,Y,40.7731968,-74.0324221
MLS Listing,,Multi-Family (2-4 Unit),409 S 7th St,Newark City,NJ,07103-2015,269999,5,2,Newark City,,3920,1999,100,,,Active,,,http://www.redfin.com/NJ/Newark/409-S-7th-St-07103/home/36235547,GSMLS,3707545,Y,Y,40.7344572,-74.2002543
PAST SALE,July-27-2021,Multi-Family (2-4 Unit),287 Leslie St,Newark City,NJ,07112-1327,480000,,,Newark City,,3484,1925,8,,,Sold,,,http://www.redfin.com/NJ/Newark/287-Leslie-St-07112/home/36281999,GSMLS,3706919,Y,Y,40.7141127,-74.2202941
MLS Listing,,Multi-Family (2-4 Unit),6809 Adams St,Guttenberg,NJ,7093,549000,6,3,Guttenberg,,2500,,102,,,Contingent,,,http://www.redfin.com/NJ/Guttenberg/6809-Adams-St-07093/home/36480998,NJMLS,21015324,Y,Y,40.7966982,-74.0149673
MLS Listing,,Multi-Family (2-4 Unit),14 Speedway Ave,Newark,NJ,7106,449900,8,3,Newark,,3380,,103,,,Contingent,,,http://www.redfin.com/NJ/Newark/14-Speedway-Ave-07106/home/36292795,NJMLS,21015258,Y,Y,40.7440696,-74.2129113
PAST SALE,June-30-2021,Multi-Family (2-4 Unit),609 Franklin St,Elizabeth,NJ,7206,305000,5,2,Elizabeth,,,,35,,,Sold,,,http://www.redfin.com/NJ/Elizabeth/609-Franklin-St-07206/home/37864767,NJMLS,21015067,Y,Y,40.6572687,-74.1984199
MLS Listing,,Multi-Family (2-4 Unit),519 27TH St,Union City,NJ,7087,618000,6,2,Union City,,,,29,,,Active,,,http://www.redfin.com/NJ/Union-City/519-27th-St-07087/home/36619469,HCMLS,210016131,Y,Y,40.7696382,-74.0321582
PAST SALE,,Single Family Residential,316 Lembeck Ave,Jersey City,NJ,7305,20000,,,,1440,2056,1924,,14,,,,,http://www.redfin.com/NJ/Jersey-City/316-Lembeck-Ave-07305/home/36525789,,,Y,Y,40.7006273,-74.0979808
PAST SALE,July-2-2021,Multi-Family (2-4 Unit),640 Elm St,Kearny,NJ,7032,649900,7,3,Kearny,,3951,,33,,,Sold,,,http://www.redfin.com/NJ/Kearny/640-Elm-St-07032/home/36586309,NJMLS,21014692,Y,Y,40.7745079,-74.1358553
PAST SALE,,Single Family Residential,1116 23rd St,North Bergen,NJ,7047,37000,,,,3029,2461,,,12,,,,,http://www.redfin.com/NJ/North-Bergen/1116-23rd-St-07047/home/36595156,,,Y,Y,40.7702608,-74.0394908
PAST SALE,,Single Family Residential,1311 28th St,North Bergen,NJ,7047,115000,,,,1996,2052,1916,,58,,,,,http://www.redfin.com/NJ/North-Bergen/1311-28th-St-07047/home/36595061,,,Y,Y,40.7732617,-74.0375171
PAST SALE,July-20-2021,Multi-Family (2-4 Unit),115 CLARKE Ave,JERSEY CITY,NJ,7304,450000,5,2.5,Jersey City (West Bergen),,,,15,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/115-Clarke-Ave-07304/home/36550530,HCMLS,210003235,Y,Y,40.717948,-74.091224
MLS Listing,,Multi-Family (2-4 Unit),90 Vincent St,Newark,NJ,7105,550000,6,5,Newark,,1773,,239,,,Contingent,,,http://www.redfin.com/NJ/Newark/90-Vincent-St-07105/home/36269218,NJMLS,20050672,Y,Y,40.729392,-74.1362338
PAST SALE,,Single Family Residential,264 Chadwick Ave,Newark,NJ,7108,,,,,2573,2940,1907,,,,,,,http://www.redfin.com/NJ/Newark/264-Chadwick-Ave-07108/home/36274556,,,Y,Y,40.7168129,-74.2028492
MLS Listing,,Multi-Family (2-4 Unit),36 Napoleon St,Newark City,NJ,07105-3114,435000,5,3,Ironbound,2500,1306,1900,15,174,,Active,,,http://www.redfin.com/NJ/Newark/36-Napoleon-St-07105/home/36254635,GSMLS,3728619,Y,Y,40.7224988,-74.1554434
PAST SALE,,Single Family Residential,518 25th St,Union City,NJ,7087,405000,,,,,701,2005,,,,,,,http://www.redfin.com/NJ/Union-City/518-25th-St-07087/home/36409724,,,Y,Y,40.7686437,-74.0329245
PAST SALE,,Condo/Co-op,94 Pearsall Ave Unit 3F,Jersey City,NJ,7305,,,,,,,,,,,,,,http://www.redfin.com/NJ/Jersey-City/94-Pearsall-Ave-07305/unit-3F/home/168644794,,,Y,Y,40.693245,-74.0924974
PAST SALE,April-24-2014,Condo/Co-op,66 ROMAINE Ave #16,JERSEY CITY,NJ,7306,156000,2,1,Jersey City (Journal Square),950,,,2659,164,284,Sold,,,http://www.redfin.com/NJ/Jersey-City/66-Romaine-Ave-07306/unit-16/home/36564076,HCMLS,140002353,Y,Y,40.7322022,-74.069391
MLS Listing,,Condo/Co-op,1614 Summit Ave #15,Union City,NJ,7087,235000,3,1,Union City,826,,,117,285,,Contingent,,,http://www.redfin.com/NJ/Union-City/1614-Summit-Ave-07087/unit-15/home/36616909,NJMLS,21013078,Y,Y,40.7643383,-74.0394272
PAST SALE,June-4-2021,Multi-Family (2-4 Unit),715 FOREST St,Kearny,NJ,7032,530000,5,3,Kearny,,,,61,,,Sold,,,http://www.redfin.com/NJ/Kearny/715-Forest-St-07032/home/36585222,HCMLS,210008362,Y,Y,40.776738,-74.133045
PAST SALE,,Multi-Family (2-4 Unit),249 S 8th St,Newark,NJ,7103,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/249-S-8th-St-07103/home/174971085,,,Y,Y,40.7416737,-74.1982774
PAST SALE,July-12-2021,Condo/Co-op,2608 KENNEDY Blvd #4,Union City,NJ,7087,260000,3,1,Union City,1050,,,23,248,325,Sold,,,http://www.redfin.com/NJ/Union-City/2608-John-F-Kennedy-Blvd-07087/unit-4/home/36430810,HCMLS,210009199,Y,Y,40.7713803,-74.0359759
PAST SALE,June-29-2021,Multi-Family (2-4 Unit),159 Sherman Ave #2,Newark City,NJ,07114-1734,515000,,,Newark City,,2613,2008,36,,,Sold,,,http://www.redfin.com/NJ/Newark/159-Sherman-Ave-07114/unit-2/home/174937925,GSMLS,3704682,Y,Y,40.7197998,-74.1874588
PAST SALE,,Multi-Family (2-4 Unit),223 S 9th St #2,Newark,NJ,7103,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/223-S-9th-St-07103/unit-2/home/174957379,,,Y,Y,40.7439355,-74.1981447
MLS Listing,,Multi-Family (2-4 Unit),51 RUTGERS Ave,JERSEY CITY,NJ,7305,579900,7,5,Jersey City (Greenville),,,,110,,,Active,,,http://www.redfin.com/NJ/Jersey-City/51-Rutgers-Ave-07305/home/36419551,HCMLS,210009110,Y,Y,40.6992847,-74.0899026
PAST SALE,,Single Family Residential,5 Elm St,West Orange,NJ,7052,500000,,,,2208,1176,1892,,226,,,,,http://www.redfin.com/NJ/West-Orange/5-Elm-St-07052/home/36251761,,,Y,Y,40.730309,-74.171308
PAST SALE,July-23-2021,Multi-Family (2-4 Unit),162 S 11th St,Newark City,NJ,07107-1410,500000,,,Newark City,,2613,1882,12,,,Sold,,,http://www.redfin.com/NJ/Newark/162-S-11th-St-07107/home/36258924,GSMLS,3705719,Y,Y,40.7486546,-74.1973651
