,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,69,Multi-Family (2-4 Unit),239 WINDSOR St,Kearny,NJ,7032,540000.0,6.0,2.0,Kearny,69.0,69.0,69.0,14.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Kearny/239-Windsor-St-07032/home/36582910,HCMLS,210017537,Y,Y,40.7661712,-74.1493998
1,MLS Listing,69,Multi-Family (2-4 Unit),70 Tillinghast St,Newark City,NJ,07108-1422,545000.0,2.0,4.5,Newark City,19998.0,2613.0,2021.0,1.0,27.0,69.0,Pre On-Market,69,69,http://www.redfin.com/NJ/Newark/70-Tillinghast-St-07108/home/165681649,GSMLS,3732308,Y,Y,40.7185965,-74.2096675
2,MLS Listing,69,Single Family Residential,132-15 133rd Ave,S. Ozone Park,NY,11420,679000.0,4.0,1.5,S. Ozone Park,1335.0,6000.0,1930.0,2.0,509.0,69.0,Active,August-7-2021 12:00 PM,August-7-2021 02:00 PM,http://www.redfin.com/NY/Queens/132-15-133rd-Ave-11420/home/20723571,OneKey,3334795,Y,Y,40.6693447,-73.8059959
3,MLS Listing,69,Single Family Residential,114-64 222nd St,Cambria Heights,NY,11411,599000.0,4.0,2.0,Cambria Heights,69.0,3500.0,1950.0,4.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Jamaica/114-64-222nd-St-11411/home/20735581,OneKey,3334610,Y,Y,40.69991,-73.73595
4,MLS Listing,69,Multi-Family (2-4 Unit),801 Logan St,E. New York,NY,11208,799000.0,5.0,3.0,E. New York,2500.0,1600.0,1910.0,1.0,320.0,69.0,Active,69,69,http://www.redfin.com/NY/Brooklyn/801-Logan-St-11208/home/40769897,OneKey,3335614,Y,Y,40.6666522,-73.8726829
5,MLS Listing,69,Multi-Family (2-4 Unit),39 W 29TH St,Bayonne,NJ,7002,459000.0,6.0,2.0,Bayonne,69.0,69.0,69.0,1.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Bayonne/39-W-29th-St-07002/home/36467627,HCMLS,210018605,Y,Y,40.6694808,-74.1158408
6,MLS Listing,69,Multi-Family (2-4 Unit),145 WEGMAN Pkwy,JERSEY CITY,NJ,7735,499900.0,6.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,60.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/145-Wegman-Pkwy-07305/home/36530272,HCMLS,210013672,Y,Y,40.7048569,-74.083178
7,MLS Listing,69,Multi-Family (2-4 Unit),15 Webster St,North Arlington,NJ,7031,499000.0,4.0,2.0,North Arlington,69.0,5001.0,69.0,34.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/North-Arlington/15-Webster-St-07031/home/35804431,NJMLS,21026560,Y,Y,40.7973279,-74.1211285
8,MLS Listing,69,Single Family Residential,362 Bradley Ave,Staten Island,NY,10314,629900.0,4.0,3.0,Manor Heights,1816.0,2420.0,1988.0,1.0,347.0,69.0,Active,69,69,http://www.redfin.com/NY/Staten-Island/362-Bradley-Ave-10314/home/56105331,SIBORMLS,1148272,Y,Y,40.602094,-74.131649
9,MLS Listing,69,Single Family Residential,1454 75TH St,North Bergen,NJ,7047,580000.0,6.0,2.0,North Bergen,69.0,69.0,69.0,1.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/North-Bergen/1454-75th-St-07047/home/36598279,HCMLS,210018504,Y,Y,40.8031528,-74.0164937
10,MLS Listing,69,Single Family Residential,1143 Sewall Ave,Asbury Park,NJ,7712,249999.0,4.0,1.0,Asbury Heights,1242.0,1306.0,1920.0,2.0,201.0,69.0,Active,69,69,http://www.redfin.com/NJ/Asbury-Park/1143-Sewall-Ave-07712/home/36873450,MOMLS,22125419,Y,Y,40.2212473,-74.0189725
11,MLS Listing,69,Multi-Family (2-4 Unit),14 Shaw Ave,Newark City,NJ,07112-1526,549900.0,6.0,5.0,Newark City,3500.0,6969.0,2021.0,2.0,157.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/14-Shaw-Ave-07112/home/175931032,GSMLS,3731550,Y,Y,40.7136784,-74.2170575
12,MLS Listing,69,Multi-Family (2-4 Unit),121 Myrtle Ave,Jersey City,NJ,07305-3509,399000.0,5.0,2.0,Jersey City,69.0,2613.0,69.0,1.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/121-Myrtle-Ave-07305/home/36529356,GSMLS,3731866,Y,Y,40.707597,-74.08004
13,MLS Listing,69,Multi-Family (2-4 Unit),65 Seymour Ave,Newark City,NJ,07108-1516,385000.0,7.0,3.0,Newark City,29997.0,3049.0,1902.0,1.0,13.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/65-Seymour-Ave-07108/home/36275598,GSMLS,3731827,Y,Y,40.7232192,-74.2019511
14,MLS Listing,69,Single Family Residential,18 SUBURBIA Ct,JERSEY CITY,NJ,7305,525000.0,3.0,2.0,Jersey City (West Bergen),69.0,69.0,69.0,1.0,69.0,69.0,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/NJ/Jersey-City/18-Suburbia-Ct-07305/home/36525640,HCMLS,210018462,Y,Y,40.7017318,-74.1008945
15,MLS Listing,69,Single Family Residential,701 Warren St,Harrison,NJ,7029,399900.0,4.0,2.0,Harrison,69.0,2500.0,69.0,1.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Harrison/701-Warren-St-07029/home/36487703,NJMLS,21031561,Y,Y,40.7452202,-74.1497897
16,MLS Listing,69,Multi-Family (2-4 Unit),1302 85TH St,North Bergen,NJ,7047,542500.0,5.0,3.0,North Bergen,69.0,69.0,69.0,1.0,69.0,69.0,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/NJ/North-Bergen/1302-85th-St-07047/home/36601629,HCMLS,210018460,Y,Y,40.8085236,-74.0103767
17,MLS Listing,69,Multi-Family (2-4 Unit),12-14 HARMON St,JERSEY CITY,NJ,7306,620000.0,5.0,3.0,Jersey City (Bergen-Lafayette),69.0,69.0,69.0,5.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/12-Harmon-St-07304/home/36571054,HCMLS,210018246,Y,Y,40.7148402,-74.0677348
18,MLS Listing,69,Single Family Residential,4 STEGMAN Ter,JERSEY CITY,NJ,7305,380000.0,3.0,2.0,Jersey City (Downtown),69.0,69.0,69.0,1.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/4-Stegman-Ter-07305/home/36528128,HCMLS,210018422,Y,Y,40.7084586,-74.0917976
19,MLS Listing,69,Single Family Residential,415 Lafayette St,Newark,NJ,7105,335000.0,3.0,2.5,Newark,69.0,1011.0,69.0,2.0,69.0,69.0,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/NJ/Newark/415-Lafayette-St-07105/home/36265715,NJMLS,21031409,Y,Y,40.7260709,-74.1542709
20,MLS Listing,69,Single Family Residential,823 E 228th St,BRONX,NY,10466,505000.0,4.0,1.5,BRONX,1320.0,2631.0,1910.0,63.0,383.0,69.0,Active,69,69,http://www.redfin.com/NY/Bronx/823-E-228th-St-10466/home/44788380,OneKey,H6121022,Y,Y,40.888909,-73.855506
21,MLS Listing,69,Multi-Family (2-4 Unit),166 N 12th St,Newark,NJ,7107,578000.0,9.0,3.0,Newark,69.0,3001.0,69.0,26.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/166-N-12th-St-07107/home/36262746,NJMLS,21027989,Y,Y,40.7621346,-74.1918617
22,MLS Listing,69,Multi-Family (2-4 Unit),77 Linden St,Yonkers,NY,10701,499990.0,5.0,2.0,Old 7th Ward,2322.0,3624.0,1910.0,2.0,215.0,69.0,Active,69,69,http://www.redfin.com/NY/Yonkers/77-Linden-St-10701/home/20178355,OneKey,H6134145,Y,Y,40.9332816,-73.8921883
23,MLS Listing,69,Multi-Family (2-4 Unit),718 10TH St,Union City,NJ,7087,699000.0,5.0,3.0,Union City,69.0,69.0,69.0,2.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Union-City/718-10th-St-07087/home/36615665,HCMLS,210018357,Y,Y,40.7598237,-74.0418579
24,MLS Listing,69,Multi-Family (2-4 Unit),806 CENTRAL Ave,Union City,NJ,7087,459000.0,3.0,3.0,Union City,69.0,69.0,69.0,2.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Union-City/806-Central-Ave-07087/home/36615801,HCMLS,210018337,Y,Y,40.7584209,-74.0414811
25,MLS Listing,69,Multi-Family (2-4 Unit),12 POLLOCK Ave,JERSEY CITY,NJ,7305,625000.0,8.0,3.0,Jersey City (West Bergen),69.0,69.0,69.0,2.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/12-Pollock-Ave-07305/home/36529168,HCMLS,210018338,Y,Y,40.7141456,-74.0896179
26,PAST SALE,69,Multi-Family (2-4 Unit),1340 Teller Ave,Bronx,NY,10456,148500.0,69.0,69.0,69,1866.0,2042.0,1901.0,69.0,80.0,69.0,69,69,69,http://www.redfin.com/NY/Bronx/1340-Teller-Ave-10456/home/44602876,69,69,Y,Y,40.83534,-73.90952
27,MLS Listing,69,Single Family Residential,197 DICKERSON St,Newark City,NJ,07107-2838,369900.0,4.0,2.5,Newark City,69.0,69.0,69.0,3.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/197-Dickerson-St-07107/home/36259733,GSMLS,3731441,Y,Y,40.749921,-74.192637
28,MLS Listing,69,Multi-Family (2-4 Unit),419 74TH St,North Bergen,NJ,07047-000,655000.0,7.0,2.5,North Bergen,69.0,69.0,69.0,3.0,69.0,69.0,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/NJ/North-Bergen/419-74th-St-07047/home/36598596,HCMLS,210018303,Y,Y,40.797908,-74.0081273
29,MLS Listing,69,Single Family Residential,358 BERGEN Ave,JERSEY CITY,NJ,7304,375000.0,5.0,2.5,Jersey City (West Bergen),69.0,69.0,69.0,3.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/358-Bergen-Ave-07304/home/36574377,HCMLS,210018311,Y,Y,40.7141693,-74.0803307
30,PAST SALE,69,Multi-Family (2-4 Unit),406 Van Siclen Ave,Brooklyn,NY,11207,370000.0,69.0,69.0,69,2000.0,1900.0,1930.0,69.0,185.0,69.0,69,69,69,http://www.redfin.com/NY/Brooklyn/406-Van-Siclen-Ave-11207/home/40760502,69,69,Y,Y,40.6695638,-73.889742
31,For-Sale-by-Owner Listing,69,Multi-Family (2-4 Unit),588 66th St,West New York,NJ,7093,699999.0,5.0,2.0,West New York,69.0,69.0,69.0,4.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/West-New-York/588-66th-St-07093/home/36642252,FSBO.com,525861,Y,Y,40.794877,-74.0157248
32,PAST SALE,69,Single Family Residential,137 34th St,Union City,NJ,7087,261900.0,69.0,69.0,69,2400.0,2500.0,1898.0,69.0,109.0,69.0,69,69,69,http://www.redfin.com/NJ/Union-City/137-34th-St-07087/home/36620745,69,69,Y,Y,40.7710195,-74.0248426
33,MLS Listing,69,Single Family Residential,907 73RD St,North Bergen,NJ,7047,649900.0,5.0,3.5,North Bergen,69.0,69.0,69.0,5.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/North-Bergen/907-73rd-St-07047/home/36598215,HCMLS,210018198,Y,Y,40.799273,-74.013052
34,MLS Listing,69,Multi-Family (2-4 Unit),206-208 Brookside Ave,Irvington,NJ,7111,359900.0,4.0,3.0,Irvington,69.0,2313.0,69.0,5.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Irvington/206-Brookside-Ave-07111/home/36171806,NJMLS,21031070,Y,Y,40.7330177,-74.2217888
35,PAST SALE,69,Single Family Residential,73 Terrace Ave,Jersey City,NJ,7307,237000.0,69.0,69.0,69,1150.0,1102.0,1900.0,69.0,206.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/73-Terrace-Ave-07307/home/36524362,69,69,Y,Y,40.7489769,-74.058885
36,MLS Listing,69,Multi-Family (2-4 Unit),167 WILKINSON Ave,JERSEY CITY,NJ,7305,499000.0,5.0,3.0,Jersey City (Greenville),69.0,69.0,69.0,72.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/167-Wilkinson-Ave-07305/home/36529588,HCMLS,210012549,Y,Y,40.7071952,-74.0820808
37,MLS Listing,69,Multi-Family (2-4 Unit),1022 E 81 St,Brooklyn,NY,11236,679900.0,6.0,3.5,Brooklyn,69.0,2000.0,69.0,8.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Brooklyn/1022-E-81st-St-11236/home/40887039,BNYMLS,454239,Y,Y,40.633764,-73.910392
38,MLS Listing,69,Single Family Residential,1720 E 54th St,Brooklyn,NY,11234,649000.0,4.0,2.25,Brooklyn,1296.0,1800.0,69.0,47.0,501.0,69.0,Active,69,69,http://www.redfin.com/NY/Brooklyn/1720-E-54th-St-11234/home/40901586,BNYMLS,452144,Y,Y,40.6155665,-73.9228804
39,MLS Listing,69,Multi-Family (2-4 Unit),58-60 78 Ave,Glendale,NY,11385,550000.0,5.0,2.0,Glendale,2500.0,2500.0,1925.0,8.0,220.0,69.0,Active,69,69,http://www.redfin.com/NY/Flushing/58-60-78th-Ave-11385/home/20878027,OneKey,3333269,Y,Y,40.695765,-73.89655
40,MLS Listing,69,Multi-Family (2-4 Unit),1105 Winthrop St,Brownsville,NY,11212,400000.0,5.0,3.0,Brownsville,69.0,3450.0,1920.0,124.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Brooklyn/1105-Winthrop-St-11212/home/40771372,OneKey,3299966,Y,Y,40.6621211,-73.923341
41,MLS Listing,69,Townhouse,115-15 202 St,Queens,NY,11412,575000.0,4.0,2.5,St. Albans,69.0,4000.0,1945.0,26.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Jamaica/115-15-202nd-St-11412/home/20734509,REBNY,RLMX-015980031013,Y,Y,40.6980168,-73.7515421
42,MLS Listing,69,Single Family Residential,215-05 104th Ave,Queens Village,NY,11429,499000.0,4.0,2.0,Queens Village,1280.0,1280.0,1930.0,35.0,390.0,69.0,Active,69,69,http://www.redfin.com/NY/Jamaica/215-05-104th-Ave-11429/home/20737486,OneKey,3325939,Y,Y,40.712232,-73.743483
43,MLS Listing,69,Single Family Residential,66 Sussex Rd,Elmont,NY,11003,415000.0,4.0,2.0,Elmont,69.0,4000.0,1941.0,55.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Elmont/66-Sussex-Rd-11003/home/20471263,OneKey,3320441,Y,Y,40.7064687,-73.7213752
44,MLS Listing,69,Multi-Family (2-4 Unit),158 Mapes Ave,Newark,NJ,7112,475000.0,7.0,3.0,Newark,69.0,3498.0,69.0,5.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/158-Mapes-Ave-07112/home/36286407,NJMLS,21031098,Y,Y,40.7103196,-74.2097471
45,MLS Listing,69,Multi-Family (2-4 Unit),44 Wainwright St,Newark,NJ,7112,599000.0,7.0,4.5,Newark,69.0,2500.0,69.0,138.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/44-Wainwright-St-07112/home/36280548,NJMLS,21009978,Y,Y,40.718451,-74.216666
46,MLS Listing,69,Multi-Family (2-4 Unit),113 S 7Th St #3,Newark City,NJ,07107-2047,486000.0,7.0,3.0,Newark City,2510.0,3049.0,1899.0,7.0,194.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/113-S-7th-St-07107/unit-3/home/175891738,GSMLS,3730723,Y,Y,40.7452241,-74.1954848
47,MLS Listing,69,Single Family Residential,34 Stone St,Newark,NJ,7104,429900.0,4.0,2.5,Newark,69.0,3006.0,69.0,8.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/34-Stone-St-07104/home/36238165,NJMLS,21030556,Y,Y,40.7524845,-74.1748001
48,MLS Listing,69,Multi-Family (2-4 Unit),284 RANDOLPH Ave,JERSEY CITY,NJ,7304,599000.0,6.0,3.0,Jersey City (Bergen-Lafayette),69.0,69.0,69.0,7.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/284-Randolph-Ave-07304/home/36572514,HCMLS,210017979,Y,Y,40.71278,-74.0692453
49,MLS Listing,69,Single Family Residential,99 Hudson St,Newark,NJ,7103,329000.0,8.0,2.0,Newark,69.0,1755.0,69.0,43.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/99-Hudson-St-07103/home/36275312,NJMLS,21025236,Y,Y,40.746475,-74.1849019
50,MLS Listing,69,Multi-Family (2-4 Unit),781 S 13th St,Newark,NJ,7108,415000.0,6.0,3.0,Newark,69.0,2500.0,69.0,8.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/781-S-13th-St-07108/home/36273665,NJMLS,21030532,Y,Y,40.7267186,-74.2090134
51,MLS Listing,69,Multi-Family (2-4 Unit),112 CLAREMONT Ave,JERSEY CITY,NJ,7305,530000.0,9.0,3.0,Jersey City (Greenville),69.0,69.0,69.0,9.0,69.0,69.0,Active,August-7-2021 12:00 PM,August-7-2021 02:00 PM,http://www.redfin.com/NJ/Jersey-City/112-Claremont-Ave-07305/home/36576168,HCMLS,210017868,Y,Y,40.7088018,-74.0782889
52,MLS Listing,69,Multi-Family (2-4 Unit),339 7th Ave,Newark,NJ,7107,400000.0,7.0,4.0,Newark,69.0,2252.0,69.0,9.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/339-7th-Ave-W-07107/home/36261237,NJMLS,21030444,Y,Y,40.7542516,-74.1876882
53,MLS Listing,69,Single Family Residential,11 1/2 Highland Ave,Kearny Town,NJ,07032-1922,275000.0,3.0,1.0,Kearny Town,69.0,727016.0,1885.0,9.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Kearny/11-1-2-Highland-Ave-07032/home/36580248,GSMLS,3730092,Y,Y,40.7535914,-74.1588552
54,MLS Listing,69,Multi-Family (2-4 Unit),69,Newark City,NJ,07107-2228,400000.0,7.0,4.0,69,69.0,2178.0,1910.0,9.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/Undisclosed-address-07107/home/175852772,GSMLS,3730089,Y,Y,40.7663804,-74.1856472
55,MLS Listing,69,Multi-Family (2-4 Unit),9010 KENNEDY Blvd,North Bergen,NJ,7047,620000.0,7.0,4.0,North Bergen,69.0,69.0,69.0,9.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/North-Bergen/9010-John-F-Kennedy-Blvd-07047/home/36602619,HCMLS,210017810,Y,Y,40.810201,-74.005435
56,MLS Listing,69,Single Family Residential,2703 Bainbridge Ave,BRONX,NY,10458,529000.0,6.0,2.0,BRONX,69.0,2092.0,1915.0,188.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Bronx/2703-Bainbridge-Ave-10458/home/44760620,OneKey,3284212,Y,Y,40.8658835,-73.8913155
57,PAST SALE,May-20-2015,Single Family Residential,72 Gibson Pl,Yonkers,NY,10705,423500.0,4.0,3.0,Yonkers,1600.0,5719.0,1931.0,2268.0,265.0,69.0,Sold,69,69,http://www.redfin.com/NY/Yonkers/72-Gibson-Pl-10705/home/20179438,HGMLS,4443425,Y,Y,40.9118125,-73.8875948
58,MLS Listing,69,Multi-Family (2-4 Unit),293 Hunterdon St,Newark,NJ,7103,450000.0,6.0,3.0,Newark,69.0,3572.0,69.0,9.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/293-Hunterdon-St-07103/home/36233843,NJMLS,21030397,Y,Y,40.7346194,-74.1941858
59,MLS Listing,69,Multi-Family (2-4 Unit),402 Morse Ave,Ridgefield,NJ,7657,549000.0,5.0,2.0,Ridgefield,69.0,3999.0,69.0,9.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Ridgefield/402-Morse-Ave-07657/home/35836021,NJMLS,21030326,Y,Y,40.8286543,-74.0070829
60,MLS Listing,69,Multi-Family (2-4 Unit),908 TONNELLE Ave,North Bergen,NJ,7047,499000.0,5.0,3.0,North Bergen,69.0,69.0,69.0,13.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/North-Bergen/908-Tonnelle-Ave-07047/home/36593130,HCMLS,210017546,Y,Y,40.762452,-74.049159
61,MLS Listing,69,Multi-Family (2-4 Unit),720 7TH St,Union City,NJ,7087,599999.0,6.0,3.0,Union City,69.0,69.0,69.0,15.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Union-City/720-7th-St-07087/home/36614627,HCMLS,210017365,Y,Y,40.758156,-74.0429772
62,MLS Listing,69,Multi-Family (2-4 Unit),35-53 Kent St,Newark City,NJ,07108-1627,475000.0,6.0,4.5,Newark City,69.0,3049.0,2007.0,14.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/35-Kent-St-07108/home/40493087,GSMLS,3728995,Y,Y,40.730067,-74.2029325
63,MLS Listing,69,Multi-Family (2-4 Unit),13 WOODLAWN Ave,JERSEY CITY,NJ,7305,490000.0,7.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,14.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/13-Woodlawn-Ave-07305/home/36539941,HCMLS,210017443,Y,Y,40.6995187,-74.0818972
64,PAST SALE,69,Single Family Residential,251 Schley St,Newark,NJ,7112,269000.0,69.0,69.0,69,3076.0,2962.0,1927.0,69.0,87.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/251-Schley-St-07112/home/36291688,69,69,Y,Y,40.7128747,-74.2236866
65,PAST SALE,69,Single Family Residential,127 Randolph Ave,Jersey City,NJ,7305,16000.0,69.0,69.0,69,2210.0,3123.0,69.0,69.0,7.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/127-Randolph-Ave-07305/home/36575873,69,69,Y,Y,40.7083227,-74.0739123
66,PAST SALE,April-7-2021,Multi-Family (2-4 Unit),362-364 S 7th St,Newark,NJ,7103,400000.0,6.0,3.0,Newark,69.0,3450.0,69.0,119.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/362-S-7th-St-07103/home/36235490,NJMLS,21000487,Y,Y,40.736073,-74.199037
67,MLS Listing,69,Multi-Family (2-4 Unit),236 Day Ave,Cliffside Park,NJ,7010,595000.0,4.0,3.0,Cliffside Park,69.0,3999.0,69.0,26.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Cliffside-Park/236-Day-Ave-07010/home/35686290,NJMLS,21028055,Y,Y,40.8118091,-73.9945957
68,MLS Listing,69,Single Family Residential,744 Greeley Ave,Fairview,NJ,7022,459900.0,4.0,2.5,Fairview,69.0,5458.0,69.0,280.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Fairview/744-Greeley-Ave-07022/home/35901402,NJMLS,20045669,Y,Y,40.8240026,-74.0074922
69,MLS Listing,69,Single Family Residential,498 Martling Pl,Ridgefield,NJ,7657,470000.0,4.0,2.5,Ridgefield,69.0,3376.0,69.0,16.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Ridgefield/498-Martling-Pl-07657/home/35835446,NJMLS,21029262,Y,Y,40.825309,-73.9979012
70,MLS Listing,69,Multi-Family (2-4 Unit),567 Studio Rd,Ridgefield,NJ,7657,499000.0,5.0,3.0,Ridgefield,69.0,4761.0,69.0,264.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Ridgefield/567-Studio-Rd-07657/home/35834934,NJMLS,20048058,Y,Y,40.8288206,-73.9965698
71,MLS Listing,69,Multi-Family (2-4 Unit),226 7th St,Palisades Park,NJ,7650,589000.0,4.0,3.0,Palisades Park,69.0,2500.0,69.0,203.0,69.0,69.0,Active,August-8-2021 12:00 PM,August-8-2021 02:00 PM,http://www.redfin.com/NJ/Palisades-Park/226-7th-St-07650/home/35907922,NJMLS,21001399,Y,Y,40.8426101,-73.9924379
72,MLS Listing,69,Multi-Family (2-4 Unit),20 Edwin Pl,Newark City,NJ,07112-1522,349000.0,9.0,3.0,Newark City,19998.0,3049.0,1970.0,40.0,17.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/20-Edwin-Pl-07112/home/36280282,GSMLS,3723200,Y,Y,40.7153221,-74.2158805
73,MLS Listing,69,Multi-Family (2-4 Unit),304-306 Renner Ave,Newark,NJ,7112,499900.0,10.0,3.0,Newark,69.0,5898.0,69.0,11.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/304-306-Renner-Ave-07112/home/36284825,NJMLS,21030231,Y,Y,40.7138095,-74.21204
74,MLS Listing,69,Single Family Residential,124 ORIENT Ave,JERSEY CITY,NJ,7305,400000.0,5.0,3.0,Jersey City (Greenville),69.0,69.0,69.0,13.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/124-Orient-Ave-07305/home/36574233,HCMLS,210017568,Y,Y,40.7118174,-74.0812748
75,MLS Listing,69,Multi-Family (2-4 Unit),48 BERGEN Ave,JERSEY CITY,NJ,7305,450000.0,4.0,2.5,Jersey City (Greenville),69.0,69.0,69.0,70.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/48-Bergen-Ave-07305/home/36531876,HCMLS,210012758,Y,Y,40.7049259,-74.088184
76,MLS Listing,69,Multi-Family (2-4 Unit),25 Hopkins Ave,Jersey City,NJ,7306,499900.0,4.0,3.0,Jersey City,69.0,1800.0,69.0,44.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/25-Hopkins-Ave-07306/home/36515727,NJMLS,21025008,Y,Y,40.7345792,-74.0518947
77,MLS Listing,69,Multi-Family (2-4 Unit),127 62ND St,West New York,NJ,7093,575000.0,5.0,4.0,West New York,69.0,69.0,69.0,15.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/West-New-York/127-62nd-St-07093/home/36633991,HCMLS,210017374,Y,Y,40.7881561,-74.0084062
78,MLS Listing,69,Single Family Residential,530 42ND St,Union City,NJ,7087,399000.0,5.0,3.0,Union City,69.0,69.0,69.0,36.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Union-City/530-42nd-St-07087/home/36621338,HCMLS,210015702,Y,Y,40.7782152,-74.0262368
79,MLS Listing,69,Multi-Family (2-4 Unit),625 38th St,Union City,NJ,7087,589900.0,5.0,2.0,Union City,69.0,2500.0,69.0,18.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Union-City/625-38th-St-07087/home/36622739,NJMLS,21029122,Y,Y,40.7767891,-74.0305401
80,MLS Listing,69,Single Family Residential,116.5 CLINTON Ave,JERSEY CITY,NJ,7304,579998.0,5.0,1.5,Jersey City (Bergen-Lafayette),69.0,69.0,69.0,12.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Jersey-City/116-5-Clinton-Ave-07304/home/175840616,HCMLS,210017710,Y,Y,40.7177726,-74.0764445
81,MLS Listing,69,Single Family Residential,1215 89TH St,North Bergen,NJ,7047,549900.0,3.0,1.5,North Bergen,69.0,69.0,69.0,43.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/North-Bergen/1215-89th-St-07047/home/36603115,HCMLS,210015105,Y,Y,40.8106263,-74.0082765
