,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
528,MLS Listing,69,Condo/Co-op,5612 Hudson Ave Unit 1A,West New York,NJ,7093,198995.0,3.0,1.0,West New York,674.0,69.0,69.0,154.0,295.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/West-New-York/5612-Hudson-Ave-07093/unit-1A/home/100810688,NJMLS,21007372,Y,Y,40.7846846,-74.0142917
529,PAST SALE,March-8-2021,Condo/Co-op,6414 PARK Ave #11,West New York,NJ,7093,190000.0,2.0,1.0,West New York,69.0,69.0,69.0,149.0,69.0,312.0,Sold,69,69,http://www.redfin.com/NJ/West-New-York/6414-Park-Ave-07093/unit-11/home/36630434,HCMLS,202021859,Y,Y,40.7892649,-74.0055317
530,MLS Listing,69,Single Family Residential,364 Bergen St,Newark City,NJ,07103-2202,219000.0,3.0,1.5,Newark City,69.0,2613.0,2005.0,53.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/364-Bergen-St-07103/home/36374195,GSMLS,3719784,Y,Y,40.7322749,-74.1954962
531,PAST SALE,January-28-2021,Townhouse,3056 N Swanson St,Philadelphia,PA,19134,50000.0,4.0,1.0,HARROWGATE,980.0,637.0,1920.0,188.0,51.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3056-N-Swanson-St-19134/home/38209973,BRIGHT MLS,PAPH974060,Y,Y,39.9964476,-75.1283937
532,PAST SALE,February-4-2021,Townhouse,3237 Memphis St,Philadelphia,PA,19134,124900.0,2.0,1.0,PORT RICHMOND,741.0,969.0,1910.0,181.0,169.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3237-Memphis-St-19134/home/39250183,BRIGHT MLS,PAPH973628,Y,Y,39.9894119,-75.1055919
533,PAST SALE,February-5-2021,Townhouse,3118 N 8th St,Philadelphia,PA,19133,65500.0,3.0,2.0,PHILA (NORTH),1088.0,822.0,1925.0,180.0,60.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3118-N-8th-St-19133/home/39054261,BRIGHT MLS,PAPH973890,Y,Y,39.9992498,-75.1438323
534,MLS Listing,69,Townhouse,2159 N Philip St,Philadelphia,PA,19122,160000.0,3.0,2.0,FISHTOWN,888.0,585.0,1920.0,335.0,180.0,69.0,Active,69,69,http://www.redfin.com/PA/Philadelphia/2159-N-Philip-St-19122/home/38491346,BRIGHT MLS,PAPH932094,Y,Y,39.9834979,-75.1370297
535,PAST SALE,69,Single Family Residential,6219 Marsden St,Philadelphia,PA,19135,159900.0,69.0,69.0,69,1200.0,2000.0,1930.0,69.0,133.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/6219-Marsden-St-19135/home/39220697,69,69,Y,Y,40.0203307,-75.0552625
536,MLS Listing,69,Townhouse,5838 Pemberton St,Philadelphia,PA,19143,264995.0,3.0,2.0,COBBS CREEK,1062.0,938.0,1925.0,42.0,250.0,69.0,Active,69,69,http://www.redfin.com/PA/Philadelphia/5838-Pemberton-St-19143/home/38122099,BRIGHT MLS,PAPH2003508,Y,Y,39.951399,-75.240077
537,PAST SALE,February-25-2021,Townhouse,3348 N Lee St,Philadelphia,PA,19134,50000.0,3.0,1.0,Philadelphia,1065.0,907.0,1935.0,160.0,47.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3348-N-Lee-St-19134/home/38222446,BRIGHT MLS,PAPH972748,Y,Y,40.001232,-75.1282341
538,PAST SALE,May-14-2021,Townhouse,624 E Lippincott St,Philadelphia,PA,19134,67000.0,3.0,1.0,KENSINGTON,1064.0,713.0,1920.0,82.0,63.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/624-E-Lippincott-St-19134/home/38877817,BRIGHT MLS,PAPH967018,Y,Y,39.996218,-75.118817
539,PAST SALE,July-19-2021,Townhouse,4826 Hawthorne St,Philadelphia,PA,19124,85000.0,2.0,1.0,FRANKFORD,944.0,2590.0,1925.0,16.0,90.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/4826-Hawthorne-St-19124/home/38637906,BRIGHT MLS,PAPH1027748,Y,Y,40.01672,-75.0788615
540,PAST SALE,69,Townhouse,3306 Kip St,Philadelphia,PA,19134,65000.0,3.0,1.0,69,1061.0,862.0,1935.0,69.0,61.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/3306-Kip-St-19134/home/38223900,69,69,Y,Y,40.0000648,-75.1259079
541,PAST SALE,February-12-2021,Townhouse,3574 Jasper St,Philadelphia,PA,19134,79700.0,3.0,1.5,HARROWGATE,1089.0,853.0,1920.0,173.0,73.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3574-Jasper-St-19134/home/39252917,BRIGHT MLS,PAPH940582,Y,Y,39.9999696,-75.1033707
542,PAST SALE,January-22-2021,Townhouse,4208 N Fairhill St,Philadelphia,PA,19140,80000.0,3.0,1.0,Philadelphia,1050.0,874.0,1940.0,194.0,76.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/4208-N-Fairhill-St-19140/home/39241394,BRIGHT MLS,PAPH968216,Y,Y,40.0155464,-75.1366263
543,PAST SALE,69,Townhouse,3054 Coral St,Philadelphia,PA,19134,71000.0,2.0,1.0,PORT RICHMOND,800.0,714.0,1910.0,630.0,89.0,69.0,Pending,69,69,http://www.redfin.com/PA/Philadelphia/3054-Coral-St-19134/home/38700897,BRIGHT MLS,PAPH849888,Y,Y,39.9910329,-75.1131434
544,PAST SALE,March-17-2004,Townhouse,2914 Rutledge St,Philadelphia,PA,19134,8000.0,2.0,1.0,KENSINGTON,69.0,546.0,1934.0,6349.0,69.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/2914-Rutledge-St-19134/home/38211878,BRIGHT MLS,PAPH181522,Y,Y,39.9935948,-75.1245438
545,PAST SALE,69,Townhouse,2647 N Reese St,Philadelphia,PA,19133,69.0,3.0,1.0,69,990.0,826.0,1920.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/2647-N-Reese-St-19133/home/38497787,69,69,Y,Y,39.9914627,-75.1408101
546,PAST SALE,69,Townhouse,3067 Potter St,Philadelphia,PA,19134,60500.0,3.0,1.0,69,840.0,630.0,1920.0,69.0,72.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/3067-Potter-St-19134/home/38890480,69,69,Y,Y,39.994796,-75.117242
547,PAST SALE,May-13-2021,Townhouse,3131 Weymouth St,Philadelphia,PA,19134,39900.0,3.0,1.0,KENSINGTON,1120.0,684.0,1920.0,83.0,36.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3131-Weymouth-St-19134/home/38885938,BRIGHT MLS,PAPH949332,Y,Y,39.9959926,-75.1169678
548,PAST SALE,July-29-2021,Townhouse,740 E Willard St,Philadelphia,PA,19134,90000.0,3.0,1.0,KENSINGTON,1110.0,750.0,1920.0,6.0,81.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/740-E-Willard-St-19134/home/38878976,BRIGHT MLS,PAPH1019668,Y,Y,39.9979299,-75.115964
549,PAST SALE,February-9-2021,Townhouse,1861 E Wishart St,Philadelphia,PA,19134,53250.0,2.0,1.0,KENSINGTON,980.0,735.0,1920.0,176.0,54.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1861-E-Wishart-St-19134/home/38697336,BRIGHT MLS,PAPH965936,Y,Y,39.9950464,-75.1128852
550,PAST SALE,January-6-2021,Townhouse,113 E Lippincott St,Philadelphia,PA,19134,53000.0,3.0,1.5,KENSINGTON,1120.0,686.0,1920.0,210.0,47.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/113-E-Lippincott-St-19134/home/38208740,BRIGHT MLS,PAPH967104,Y,Y,39.9976941,-75.1289739
551,PAST SALE,69,Townhouse,229 E Westmoreland St,Philadelphia,PA,19134,69.0,3.0,1.0,69,1209.0,1085.0,1935.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/229-E-Westmoreland-St-19134/home/38227323,69,69,Y,Y,39.999916,-75.1260549
552,PAST SALE,March-12-2021,Townhouse,4013 N 8th St,Philadelphia,PA,19140,70000.0,4.0,2.0,HUNTING PARK,1260.0,1110.0,1920.0,145.0,56.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/4013-N-8th-St-19140/home/39239800,BRIGHT MLS,PAPH942834,Y,Y,40.0129572,-75.1404735
553,PAST SALE,69,Townhouse,3662 N Marvine St,Philadelphia,PA,19140,69.0,4.0,1.0,69,1534.0,1533.0,1925.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/3662-N-Marvine-St-19140/home/39237359,69,69,Y,Y,40.0084609,-75.146963
554,PAST SALE,March-22-2021,Townhouse,5141 Reno St,Philadelphia,PA,19139,75000.0,2.0,1.0,MILL CREEK,896.0,630.0,1920.0,135.0,84.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5141-Reno-St-19139/home/39245097,BRIGHT MLS,PAPH965328,Y,Y,39.966464,-75.223585
555,PAST SALE,69,Condo/Co-op,269 W 153rd St #12,New York,NY,10039,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NY/New-York/269-W-153rd-St-10039/unit-12/home/169565622,69,69,Y,Y,40.8278328,-73.9375665
556,PAST SALE,December-31-2020,Townhouse,729 E Thayer St,Philadelphia,PA,19134,65000.0,3.0,1.0,Philadelphia,1302.0,1018.0,1920.0,216.0,50.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/729-E-Thayer-St-19134/home/38880736,BRIGHT MLS,PAPH923936,Y,Y,39.9996604,-75.1159007
557,PAST SALE,69,Townhouse,1837 W Pratt St,Baltimore,MD,21223,5000.0,69.0,69.0,69,69.0,980.0,1900.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/MD/Baltimore/1837-W-Pratt-St-21223/home/10961343,69,69,Y,Y,39.2850479,-76.6461784
558,PAST SALE,69,Single Family Residential,138 Bidwell Ave,Jersey City,NJ,7305,325000.0,69.0,69.0,69,1748.0,2827.0,1925.0,69.0,186.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/138-Bidwell-Ave-07305/home/36530957,69,69,Y,Y,40.705553,-74.081717
559,MLS Listing,69,Townhouse,1521 Carswell St,Baltimore,MD,21218,170000.0,4.0,2.5,Ward 9,69.0,69.0,1920.0,20.0,69.0,69.0,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/MD/Baltimore/1521-Carswell-St-21218/home/10818297,BRIGHT MLS,MDBA553078,Y,Y,39.3229363,-76.5963054
560,PAST SALE,April-14-2021,Townhouse,1900 Homewood Ave,Baltimore,MD,21218,73000.0,6.0,3.0,Ward 9,69.0,69.0,1920.0,112.0,69.0,69.0,Sold,69,69,http://www.redfin.com/MD/Baltimore/1900-Homewood-Ave-21218/home/10809609,BRIGHT MLS,MDBA520720,Y,Y,39.3120016,-76.6073896
561,PAST SALE,January-14-2021,Multi-Family (2-4 Unit),354 Bergen St,Newark,NJ,7103,380000.0,6.0,3.0,Newark,69.0,2500.0,69.0,202.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/354-Bergen-St-07103/home/36270308,NJMLS,20045620,Y,Y,40.7326243,-74.1954389
562,PAST SALE,69,Single Family Residential,15 Seymour Ave,Newark,NJ,7108,408000.0,69.0,69.0,69,2558.0,3441.0,2003.0,69.0,159.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/15-Seymour-Ave-07108/home/36273388,69,69,Y,Y,40.725028,-74.20121
563,PAST SALE,June-4-2021,Townhouse,3738 N 8th St,Philadelphia,PA,19140,45000.0,3.0,1.0,Philadelphia,1120.0,736.0,1935.0,61.0,40.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3738-N-8th-St-19140/home/39238719,BRIGHT MLS,PAPH942554,Y,Y,40.0091009,-75.1417002
564,PAST SALE,April-15-2021,Multi-Family (2-4 Unit),70 CUTLER St,Newark City,NJ,07104-2533,325000.0,69.0,69.0,Newark City,69.0,2613.0,1887.0,111.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/70-Cutler-St-07104/home/36237947,GSMLS,3674601,Y,Y,40.7537779,-74.1757
565,MLS Listing,69,Townhouse,445 W Indiana Ave,Philadelphia,PA,19133,99900.0,4.0,2.0,KENSINGTON,1196.0,756.0,1920.0,44.0,84.0,69.0,Active,69,69,http://www.redfin.com/PA/Philadelphia/445-W-Indiana-Ave-19133/home/38507455,BRIGHT MLS,PAPH2000820,Y,Y,39.9967406,-75.1389637
566,PAST SALE,February-25-2021,Multi-Family (2-4 Unit),345 FULTON Ave,JERSEY CITY,NJ,7305,510000.0,7.0,3.0,Jersey City (West Bergen),69.0,69.0,69.0,160.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/345-Fulton-Ave-07305/home/36527300,HCMLS,202024445,Y,Y,40.7081741,-74.0925892
567,PAST SALE,69,Single Family Residential,62 Grant St #1,Fairview,NJ,7022,439000.0,69.0,69.0,69,2159.0,2500.0,1906.0,69.0,203.0,69.0,69,69,69,http://www.redfin.com/NJ/Fairview/62-Grant-St-07022/unit-1/home/35731471,69,69,Y,Y,40.8121861,-74.0002426
568,PAST SALE,69,Single Family Residential,520 Garfield Ave,Jersey City,NJ,7305,52000.0,69.0,69.0,69,69.0,2195.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/520-Garfield-Ave-07305/home/36539967,69,69,Y,Y,40.69919,-74.08099
569,PAST SALE,May-14-2021,Multi-Family (2-4 Unit),184 CARTERET Ave,JERSEY CITY,NJ,7305,445000.0,7.0,3.5,Jersey City (Greenville),69.0,69.0,69.0,82.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/184-Carteret-Ave-07305/home/36575931,HCMLS,210001215,Y,Y,40.7098005,-74.075966
570,MLS Listing,69,Single Family Residential,69,Brooklyn,NY,11207,275995.0,3.0,1.5,Brooklyn,69.0,1800.0,1990.0,581.0,69.0,69.0,Active,69,69,http://www.redfin.com/NY/Brooklyn/Undisclosed-address-11207/home/40755190,OneKey,3188454,Y,Y,40.670777,-73.892997
571,PAST SALE,March-31-2021,Multi-Family (2-4 Unit),340-342 13TH Ave,Newark City,NJ,07103-2443,370000.0,69.0,69.0,Newark City,69.0,4791.0,1900.0,126.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/340-13th-Ave-07103/home/36256635,GSMLS,3673517,Y,Y,40.7416509,-74.1968357
572,PAST SALE,69,Townhouse,1937 N Darien St,Philadelphia,PA,19122,165500.0,3.0,1.0,69,900.0,555.0,1920.0,69.0,184.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/1937-N-Darien-St-19122/home/38513726,69,69,Y,Y,39.9813293,-75.1479596
573,PAST SALE,December-30-2020,Multi-Family (2-4 Unit),240 GRANT Ave,JERSEY CITY,NJ,7305,535000.0,7.0,3.0,Jersey City (West Bergen),69.0,69.0,69.0,217.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/240-Grant-Ave-07305/home/36552439,HCMLS,202023975,Y,Y,40.712895,-74.086521
574,MLS Listing,69,Multi-Family (2-4 Unit),113 S 7th St,Newark,NJ,7107,486000.0,7.0,3.0,Newark,69.0,3001.0,69.0,7.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/113-S-7th-St-07107/home/36257850,NJMLS,21030707,Y,Y,40.7452241,-74.1954848
575,PAST SALE,May-19-2021,Townhouse,3046 N 9th St,Philadelphia,PA,19133,60000.0,4.0,1.0,Philadelphia,1305.0,994.0,1925.0,77.0,46.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3046-N-9th-St-19133/home/39053966,BRIGHT MLS,PAPH943962,Y,Y,39.9984858,-75.1450409
576,PAST SALE,January-26-2021,Multi-Family (2-4 Unit),35 NORFOLK St,Newark City,NJ,07103-3209,522000.0,69.0,69.0,Newark City,69.0,3049.0,69.0,190.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/35-Norfolk-St-07103/home/36275709,GSMLS,3672556,Y,Y,40.747855,-74.182001
577,PAST SALE,December-28-2020,Multi-Family (2-4 Unit),548 61ST St,West New York,NJ,7093,450000.0,6.0,2.0,West New York,69.0,69.0,69.0,219.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/West-New-York/548-61st-St-07093/home/173438774,HCMLS,202023656,Y,Y,40.7907407,-74.0170904
578,PAST SALE,69,Single Family Residential,219 Cator Ave,Jersey City,NJ,7305,36000.0,69.0,69.0,69,69.0,2727.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/219-Cator-Ave-07305/home/36535109,69,69,Y,Y,40.6994157,-74.0929562
579,PAST SALE,69,Townhouse,41 N Ithan St,Philadelphia,PA,19139,50000.0,3.0,1.0,69,1152.0,960.0,1925.0,69.0,43.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/41-N-Ithan-St-19139/home/38148347,69,69,Y,Y,39.9620436,-75.2331957
580,PAST SALE,69,Townhouse,541 Bloom St,Baltimore,MD,21217,69.0,69.0,69.0,69,69.0,875.0,1920.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/MD/Baltimore/541-Bloom-St-21217/home/10877731,69,69,Y,Y,39.3071028,-76.6376781
581,PAST SALE,April-9-2021,Multi-Family (2-4 Unit),154 BIDWELL Ave,JERSEY CITY,NJ,07305-3325,400000.0,6.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,117.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/154-Bidwell-Ave-07305/home/36530942,HCMLS,202023292,Y,Y,40.705914,-74.082261
582,PAST SALE,February-24-2021,Townhouse,2003 Westwood Ave,Baltimore,MD,21217,23560.0,3.0,1.0,Ward 15,69.0,1400.0,1915.0,161.0,69.0,69.0,Sold,69,69,http://www.redfin.com/MD/Baltimore/2003-Westwood-Ave-21217/home/10923664,BRIGHT MLS,MDBA527752,Y,Y,39.3085429,-76.6503522
583,PAST SALE,February-12-2021,Single Family Residential,51 BOYD Ave,JERSEY CITY,NJ,7304,358000.0,3.0,2.0,Jersey City (West Bergen),69.0,69.0,69.0,173.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/51-Boyd-Ave-07304/home/36552196,HCMLS,202019821,Y,Y,40.716132,-74.082512
584,PAST SALE,69,Single Family Residential,101 Woodlawn Ave,Jersey City,NJ,7305,325000.0,69.0,69.0,69,2043.0,1799.0,1920.0,69.0,159.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/101-Woodlawn-Ave-07305/home/36531993,69,69,Y,Y,40.7018582,-74.0845129
585,PAST SALE,March-19-2021,Multi-Family (2-4 Unit),226 BARTHOLDI Ave,JERSEY CITY,NJ,7305,450000.0,5.0,2.0,Jersey City (West Bergen),69.0,69.0,69.0,138.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/226-Bartholdi-Ave-07305/home/36525962,HCMLS,202016692,Y,Y,40.6998814,-74.099211
586,PAST SALE,January-19-2021,Townhouse,932 S Paxon St,Philadelphia,PA,19143,85000.0,3.0,1.0,KINGSESSING,1920.0,1080.0,1925.0,197.0,44.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/932-S-Paxon-St-19143/home/39285772,BRIGHT MLS,PAPH884236,Y,Y,39.94461,-75.222935
587,PAST SALE,69,Townhouse,5452 Spring St,Philadelphia,PA,19139,27750.0,2.0,1.0,69,748.0,690.0,1920.0,69.0,37.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/5452-Spring-St-19139/home/38136697,69,69,Y,Y,39.9640379,-75.2295036
588,PAST SALE,69,Townhouse,2217 W Firth St,Philadelphia,PA,19132,51870.0,3.0,1.0,69,890.0,754.0,1925.0,69.0,58.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/2217-W-Firth-St-19132/home/38418586,69,69,Y,Y,39.9932542,-75.1686859
589,PAST SALE,69,Multi-Family (2-4 Unit),755 Schenck Ave,Brooklyn,NY,11207,684760.0,69.0,69.0,69,2976.0,2500.0,1925.0,69.0,230.0,69.0,69,69,69,http://www.redfin.com/NY/Brooklyn/755-Schenck-Ave-11207/home/40767537,69,69,Y,Y,40.6619117,-73.8842258
590,PAST SALE,69,Single Family Residential,33 Seymour Ave,Newark,NJ,7108,110000.0,69.0,69.0,69,2878.0,3441.0,1907.0,69.0,38.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/33-Seymour-Ave-07108/home/36273396,69,69,Y,Y,40.7244093,-74.2014695
591,PAST SALE,December-31-2020,Multi-Family (2-4 Unit),420 JOHN St,East Newark,NJ,7029,415000.0,6.0,2.0,East Newark,69.0,69.0,69.0,216.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/East-Newark/420-John-St-07029/home/36481304,HCMLS,202022377,Y,Y,40.7511551,-74.1604319
592,PAST SALE,February-5-2021,Multi-Family (2-4 Unit),169 N 14TH St,East Orange City,NJ,07017-5210,378000.0,69.0,69.0,East Orange City,69.0,2613.0,69.0,180.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/East-Orange/169-N-14th-St-07017/home/36142976,GSMLS,3669143,Y,Y,40.7611813,-74.1944299
593,PAST SALE,October-16-2020,Townhouse,2040 Moore St,Philadelphia,PA,19145,175000.0,3.0,1.0,POINT BREEZE,1048.0,910.0,1920.0,292.0,167.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/2040-Moore-St-19145/home/39263106,BRIGHT MLS,PAPH854222,Y,Y,39.9292771,-75.1796066
594,PAST SALE,November-27-2020,Townhouse,3624 Earp St,Philadelphia,PA,19146,130000.0,2.0,1.0,GRAYS FERRY,948.0,737.0,1923.0,250.0,137.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/3624-Earp-St-19146/home/39015892,BRIGHT MLS,PAPH928080,Y,Y,39.93814,-75.20273
595,PAST SALE,March-26-2021,Townhouse,2414 S Reese St,Philadelphia,PA,19148,161150.0,3.0,1.0,Philadelphia,1180.0,742.0,1920.0,131.0,137.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/2414-S-Reese-St-19148/home/39099812,BRIGHT MLS,PAPH927826,Y,Y,39.9184623,-75.1566016
596,PAST SALE,January-6-2021,Single Family Residential,141 S 8TH St,Newark City,NJ,07107-1401,200000.0,5.0,1.5,Newark City,69.0,2613.0,69.0,210.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/141-S-8th-St-07107/home/36258024,GSMLS,3664686,Y,Y,40.7454684,-74.196402
597,PAST SALE,December-28-2020,Multi-Family (2-4 Unit),825 S 14th St,Newark,NJ,7108,400000.0,10.0,4.0,Newark,69.0,2374.0,69.0,219.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/825-S-14th-St-07108/home/36273704,NJMLS,20041335,Y,Y,40.7258226,-74.2103433
598,PAST SALE,69,Condo/Co-op,972 Anderson Ave Unit 4G,The Bronx,NY,10452,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NY/The-Bronx/972-Anderson-Ave-10452/unit-4G/home/172921968,69,69,Y,Y,40.8317237,-73.9272793
599,PAST SALE,April-7-2021,Multi-Family (2-4 Unit),61 WARNER Ave,JERSEY CITY,NJ,7305,394000.0,5.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,119.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/61-Warner-Ave-07305/home/36533202,HCMLS,202021679,Y,Y,40.6996789,-74.0887915
600,PAST SALE,69,Multi-Family (2-4 Unit),178A Union St,Jersey City,NJ,7304,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/178A-Union-St-07304/home/172510419,69,69,Y,Y,40.7150199,-74.0773698
601,PAST SALE,December-30-2020,Townhouse,1541 W Seltzer St,Philadelphia,PA,19132,55000.0,3.0,1.0,STANTON,970.0,672.0,1939.0,217.0,57.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1541-W-Seltzer-St-19132/home/38297128,BRIGHT MLS,PAPH902276,Y,Y,39.9952185,-75.157126
602,PAST SALE,July-28-2021,Townhouse,2509 N Marshall St,Philadelphia,PA,19133,120000.0,3.0,1.0,OLD KENSINGTON,1092.0,1139.0,1925.0,7.0,110.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/2509-N-Marshall-St-19133/home/39473102,BRIGHT MLS,PAPH931698,Y,Y,39.9897326,-75.1433534
603,PAST SALE,May-3-2021,Single Family Residential,30 TAYLOR ST Newark NJ,Newark City,NJ,07104-2618,251000.0,5.0,3.0,Newark City,69.0,69.0,1917.0,93.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/30-Taylor-St-07104/home/36065623,GSMLS,3677750,Y,Y,40.7584062,-74.171039
604,PAST SALE,69,Single Family Residential,372 Van Nostrand Ave,Jersey City,NJ,7305,272000.0,69.0,69.0,69,69.0,2814.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/372-Van-Nostrand-Ave-07305/home/36527499,69,69,Y,Y,40.7075911,-74.0951014
605,PAST SALE,69,Single Family Residential,5042 Larchwood Ave,Philadelphia,PA,19143,69.0,4.0,1.0,69,1972.0,2145.0,1925.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/5042-Larchwood-Ave-19143/home/39257757,69,69,Y,Y,39.9514937,-75.224216
606,PAST SALE,69,Townhouse,3059 Martha St,Philadelphia,PA,19134,13000.0,3.0,1.0,69,988.0,1018.0,1910.0,69.0,13.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/3059-Martha-St-19134/home/38701089,69,69,Y,Y,39.989701,-75.1121912
607,PAST SALE,69,Townhouse,1810 N 28th St,Philadelphia,PA,19121,96000.0,69.0,69.0,69,1605.0,975.0,1915.0,69.0,60.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/1810-N-28th-St-19121/home/38864935,69,69,Y,Y,39.9834196,-75.1800853
608,PAST SALE,69,Single Family Residential,4013 W Forest Park Ave,Gwynn Oak,MD,21207,235000.0,69.0,3.0,69,3775.0,17200.0,1920.0,69.0,62.0,69.0,69,69,69,http://www.redfin.com/MD/Gwynn-Oak/4013-W-Forest-Park-Ave-21207/home/10882527,69,69,Y,Y,39.32425,-76.686722
609,PAST SALE,69,Condo/Co-op,1320 W Allegheny Ave,Philadelphia,PA,19132,69.0,69.0,69.0,69,3432.0,69.0,1930.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/1320-W-Allegheny-Ave-19132/home/40579665,69,69,Y,Y,40.001132,-75.151554
